"lang"
{
"Language"	"dutch"
"[english]npc_dota_hero_batrider_bio"	"There is no such thing as harmony among the creatures of the Yama Raskav Jungle. By bite, or claw, or pincer, or hoof, even the slightest sign of weakness means a swift death. They say the Rider was just a lad cutting chaff in his family's field when he was taken, swept up by a massive morde-bat looking for take-out. But this boy had a better idea, and wriggled his way from his captor's grip, onto the beast's back, and hacked it down with his tools. Emerging from the bloody wreckage and intoxicated by the thrill of flight, the boy realized he'd found his calling.  The boy grew, and every summer he'd return to his family's field, often setting out into the bush seeking to reclaim that first thrill of facing death in the form of jaws or a fatal fall. The years went on, but his fire only grew stronger. He studied the overgrowth, plunging deeper with each expedition, until finally he found his way to the caves at the heart of hostility. They say the Rider, on the eve of a scorching summer night, had nothing but a rope, a bottle of liquid courage and a burning determination to feel the skies once more, when he plunged inside..."
"DOTA_Tooltip_ability_chen_penitence"	"Penitence"
"[english]DOTA_Tooltip_ability_chen_penitence"	"Penitence"
"DOTA_Tooltip_ability_chen_penitence_Description"	"Laat een vijandelijke eenheid langzamer bewegen en meer schade ontvangen van aanvallen en spreuken."
"[english]DOTA_Tooltip_ability_chen_penitence_Description"	"Forces an enemy unit to move slower and take more damage from attacks and spells."
"DOTA_Tooltip_ability_chen_penitence_duration"	"DUUR:"
"[english]DOTA_Tooltip_ability_chen_penitence_duration"	"DURATION:"
"DOTA_Tooltip_ability_chen_penitence_bonus_movement_speed"	"%BEWEGINGSVERTRAGING:"
"[english]DOTA_Tooltip_ability_chen_penitence_bonus_movement_speed"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_chen_penitence_bonus_damage_taken"	"%BONUSSCHADE:"
"[english]DOTA_Tooltip_ability_chen_penitence_bonus_damage_taken"	"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_chen_test_of_faith"	"Test of Faith"
"[english]DOTA_Tooltip_ability_chen_test_of_faith"	"Test of Faith"
"DOTA_Tooltip_ability_chen_test_of_faith_Description"	"Richt willekeurige schade aan om het vertrouwen van vijandelijk eenheden te testen."
"[english]DOTA_Tooltip_ability_chen_test_of_faith_Description"	"Deals random damage to test an enemy unit's faith."
"DOTA_Tooltip_ability_chen_test_of_faith_damage_min"	"MIN. SCHADE:"
"[english]DOTA_Tooltip_ability_chen_test_of_faith_damage_min"	"DAMAGE MIN:"
"DOTA_Tooltip_ability_chen_test_of_faith_damage_max"	"MAX. SCHADE:"
"[english]DOTA_Tooltip_ability_chen_test_of_faith_damage_max"	"DAMAGE MAX:"
"DOTA_Tooltip_ability_chen_holy_persuasion"	"Holy Persuasion"
"[english]DOTA_Tooltip_ability_chen_holy_persuasion"	"Holy Persuasion"
"DOTA_Tooltip_ability_chen_holy_persuasion_max_units"	"MAX. EENHEDEN:"
"[english]DOTA_Tooltip_ability_chen_holy_persuasion_max_units"	"MAX UNITS:"
"DOTA_Tooltip_ability_chen_hand_of_god"	"Hand of God"
"[english]DOTA_Tooltip_ability_chen_hand_of_god"	"Hand of God"
"DOTA_Tooltip_ability_chen_hand_of_god_Description"	"Geneest alle creeps onder Chens controle volledig en alle geallieerde helden op de map.\n\nTe verbeteren met Aghanim's Scepter."
"[english]DOTA_Tooltip_ability_chen_hand_of_god_Description"	"Fully regenerates any creeps under Chen's control and heals all allied heroes on the map.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_chen_hand_of_god_heal_amount"	"GENEZEN:"
"[english]DOTA_Tooltip_ability_chen_hand_of_god_heal_amount"	"HEAL:"
"npc_dota_hero_chen_bio"	"Geboren in de goddeloze Hazhadel Barrens, groeide Chen op tussen de vogelvrije stammen die een bestaan in de glinsterende hitte van de woestijn zochten. Met het gebruik van een steenoude diervangtechnieken, hielden Chens mensen de hardnekkige woestijnlocuthi gezelschap, een onvolgroeide soort van gravende draken die de woestijnzanden omsmolten tot glasbuizen waar de regen die twee keer per jaar viel zich verzamelde. Altijd aan de grens van verhongering en dorst, vechtend naast hun buren en elkaar, maakte Chens stam op één fatale dag de fout: het overvallen van een verkeerde karavaan. In de felle strijd die volgde, werd Chens stam overtroffen. De gepanserde ridders van de Fold maakte korte metten met de gevangen locuthi, die aanvielen en in golven stierven. Met hun draken dood, volgde de stamleden. Chen worstelde, hakte, krabte en kwam om—of zou omgekomen zijn. Op zijn knieën, verslagen, confronteerde hij zijn executie met schaamte, zijn nek aan het zwaard geofferd. Geraakt door Chens overduidelijke moed, stopte de beul zijn zwaard weg. In plaats van het zwaard, werd Chen een keus gegeven: dood of bekering. Chen koos het geloof in wildheid. Hij werd lid van de Fold and verdiende zijn pantser één bloederige bekering per keer. Nu, met het fanatisme van een bekeerde, en met zijn krachten van de dierenvang op zijn best, zoekt hij ongelovigen en laat hen kennis maken met hun laatste beloning."
"[english]npc_dota_hero_chen_bio"	"Born in the godless Hazhadal Barrens, Chen came of age among the outlaw tribes who eked out an existence in the shimmering heat of the desert.  Using an ancient form of animal enthrallment, Chen's people husbanded the hardy desert locuthi, a stunted species of burrowing dragon that melted desert sands into tubes of glass where twice-a-year rains collected.  Always on the edge of starvation and thirst, fighting amongst their neighbors and each other, Chen's clan made the mistake, one fateful day, of ambushing the wrong caravan. 
In the vicious battle that followed, Chen's clan was outmatched.  The armored Knights of the Fold made short work of the enthralled locuthi, who attacked and died in waves.  With their dragons dead, the tribesmen followed. Chen struggled, and slashed, and clawed, and perished--or would have. Defeated, on his knees, he faced his execution with humility, offering his neck to the blade. Moved by Chen's obvious courage, the executioner halted his sword. Instead of the blade, Chen was given a choice: death or conversion. Chen took to the faith with a ferocity. He joined the Fold and earned his armor one bloody conversion at a time. Now, with the fanaticism of a convert, and with his powers of animal enthrallment at their peak, he seeks out unbelievers and introduces them to their final reward."
"DOTA_Tooltip_ability_spectre_spectral_dagger"	"Spectral Dagger"
"[english]DOTA_Tooltip_ability_spectre_spectral_dagger"	"Spectral Dagger"
"DOTA_Tooltip_ability_spectre_spectral_dagger_Description"	"Spectre werpt een dolk om een Shadow Path te creëren die schade aanricht en de bewegingssnelheid van alle vijanden op het pad verlaagt. Eenheden die door de dolk worden geraakt, veroorzaken ook een Shadow Path. Terwijl de Spectre zich over het pad voortbeweegt, kan ze over normaal gezien onbegaanbaar terrein lopen."
"[english]DOTA_Tooltip_ability_spectre_spectral_dagger_Description"	"Spectre flings a dagger to draw a Shadow Path, dealing damage and slowing the movement speed of any enemies along the trail. Units hit by the dagger also trail a Shadow Path. While treading the path, Spectre phases through otherwise impassable terrain."
"DOTA_Tooltip_ability_spectre_spectral_dagger_damage"	"SCHADE:"
"[english]DOTA_Tooltip_ability_spectre_spectral_dagger_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_spectre_spectral_dagger_bonus_movespeed"	"%SNELHEIDSVERANDERING:"
"[english]DOTA_Tooltip_ability_spectre_spectral_dagger_bonus_movespeed"	"%MOVEMENT SPEED CHANGE:"
"DOTA_Tooltip_ability_spectre_spectral_dagger_hero_path_duration"	"DUUR:"
"[english]DOTA_Tooltip_ability_spectre_spectral_dagger_hero_path_duration"	"DURATION:"
"DOTA_Tooltip_ability_spectre_desolate"	"Desolate"
"[english]DOTA_Tooltip_ability_spectre_desolate"	"Desolate"
"DOTA_Tooltip_ability_spectre_desolate_Description"	"Deelt bonusschade uit wanneer Spectre een vijand aanvalt die alleen is."
"[english]DOTA_Tooltip_ability_spectre_desolate_Description"	"Deals bonus damage whenever Spectre attacks an enemy who is alone."
"DOTA_Tooltip_ability_spectre_desolate_bonus_damage"	"BONUSSCHADE:"
"[english]DOTA_Tooltip_ability_spectre_desolate_bonus_damage"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_spectre_desolate_radius"	"STRAAL:"
"[english]DOTA_Tooltip_ability_spectre_desolate_radius"	"RADIUS:"
"DOTA_Tooltip_ability_spectre_dispersion"	"Dispersion"
"[english]DOTA_Tooltip_ability_spectre_dispersion"	"Dispersion"
"DOTA_Tooltip_ability_spectre_dispersion_Description"	"Schade die Spectre krijgt wordt teruggekaatst naar haar vijanden, waardoor zij ongeschonden blijft. Het effect neemt af naarmate de afstand groter wordt."
"[english]DOTA_Tooltip_ability_spectre_dispersion_Description"	"Damage done to Spectre is reflected on her enemies, leaving her unharmed. The effect lessens with distance."
"DOTA_Tooltip_ability_spectre_dispersion_damage_reflection_pct"	"%TERUGGEKAATSTE SCHADE:"
"[english]DOTA_Tooltip_ability_spectre_dispersion_damage_reflection_pct"	"%DAMAGE REFLECTED:"
"DOTA_Tooltip_ability_spectre_dispersion_min_radius"	"MIN. STRAAL:"
"[english]DOTA_Tooltip_ability_spectre_dispersion_min_radius"	"MIN RADIUS:"
"DOTA_Tooltip_ability_spectre_dispersion_max_radius"	"MAX. STRAAL:"
"[english]DOTA_Tooltip_ability_spectre_dispersion_max_radius"	"MAX RADIUS:"
"DOTA_Tooltip_ability_spectre_haunt"	"Haunt"
"[english]DOTA_Tooltip_ability_spectre_haunt"	"Haunt"
"DOTA_Tooltip_ability_spectre_haunt_duration"	"DUUR HAUNT:"
"[english]DOTA_Tooltip_ability_spectre_haunt_duration"	"HAUNT DURATION:"
"DOTA_Tooltip_ability_spectre_reality"	"Reality"
"[english]DOTA_Tooltip_ability_spectre_reality"	"Reality"
"npc_dota_hero_spectre_bio"	"De Spectre genaamd Mercurial is een wezen van intense en gewelddadige energie die, net als hogere staat energie naar een lager niveau gaat, zichzelf onweerstaanbaar voelt aangetrokken tot gevechten in de fysieke wereld. Terwijl haar normale spectrale toestand zintuiglijke beperkingen overstijgt, verliest ze toch haarzelf elke keer als ze een fysieke manifestatie aanneemt--al dan niet expres. In het heetst van de strijd barst haar identiteit, hervormt zichzelf en ze begint haar bewustzijn terug te krijgen. Ze begrijpt dat ze Mercurial de Spectre is--en dat al haar Haunts niets dan schaduwen zijn van de echte Spectre. Focus komt in het gevecht voor overleving; haar eigen verstand herstelt zich; tot de laatste momenten van overwinning of nederlaag, overstijgt zij de materie en is nogmaals hersteld tot haar eeuwige vorm."
"[english]npc_dota_hero_spectre_bio"	"Just as higher states of energy seek a lower level, the Spectre known as Mercurial is a being of intense and violent energy who finds herself irresistibly drawn to scenes of strife as they unfold in the physical world. While her normal spectral state transcends sensory limitations, each time she takes on a physical manifestation, she is stricken by a loss of self--though not of purpose. In the clash of combat, her identity shatters and reconfigures, and she begins to regain awareness. She grasps that she is Mercurial the Spectre--and that all of her Haunts are but shadows of the one true Spectre. Focus comes in the struggle for survival; her true mind reasserts itself; until in the final moments of victory or defeat, she transcends matter and is restored once more to her eternal form."
"DOTA_Tooltip_ability_doom_bringer_devour"	"Devour"
"[english]DOTA_Tooltip_ability_doom_bringer_devour"	"Devour"
"DOTA_Tooltip_ability_doom_bringer_devour_Description"	"Verorbert een vijandelijke of neutrale creep en ontvangt diens eventueel aanwezige speciale vaardigheden."
"[english]DOTA_Tooltip_ability_doom_bringer_devour_Description"	"Consumes an enemy or neutral creep, acquiring any special abilities that it possessed."
"DOTA_Tooltip_ability_doom_bringer_devour_creep_level"	"CREEPLEVEL:"
"[english]DOTA_Tooltip_ability_doom_bringer_devour_creep_level"	"CREEP LEVEL:"
"DOTA_Tooltip_ability_doom_bringer_devour_bonus_gold"	"BONUSGOUD:"
"[english]DOTA_Tooltip_ability_doom_bringer_devour_bonus_gold"	"BONUS GOLD:"
"DOTA_Tooltip_ability_doom_bringer_scorched_earth"	"Scorched Earth"
"[english]DOTA_Tooltip_ability_doom_bringer_scorched_earth"	"Scorched Earth"
"DOTA_Tooltip_ability_doom_bringer_scorched_earth_damage_per_second"	"SCHADE/HERSTEL:"
"[english]DOTA_Tooltip_ability_doom_bringer_scorched_earth_damage_per_second"	"DAMAGE/REGEN:"
"DOTA_Tooltip_ability_doom_bringer_scorched_earth_radius"	"STRAAL:"
"[english]DOTA_Tooltip_ability_doom_bringer_scorched_earth_radius"	"RADIUS:"
"DOTA_Tooltip_ability_doom_bringer_scorched_earth_bonus_movement_speed_pct"	"%BONUSBEWEGINGSSNELHEID:"
"[english]DOTA_Tooltip_ability_doom_bringer_scorched_earth_bonus_movement_speed_pct"	"%BONUS MOVE SPEED:"
"DOTA_Tooltip_ability_doom_bringer_scorched_earth_duration"	"DUUR:"
"[english]DOTA_Tooltip_ability_doom_bringer_scorched_earth_duration"	"DURATION:"
"DOTA_Tooltip_ability_doom_bringer_lvl_death"	"LVL? Death"
"[english]DOTA_Tooltip_ability_doom_bringer_lvl_death"	"LVL? Death"
"DOTA_Tooltip_ability_doom_bringer_lvl_death_Description"	"Zet een de ziel van een vijandelijke held in brand, wat basisschade en een miniverlamming aanricht. Als het level van het doelwit een meervoud is van de levelvermenigvuldiger of als het doelwit level 25 is dan zal deze %lvl_bonus_damage%%% van zijn maximale gezondheid als extra schade ontvangen."
"[english]DOTA_Tooltip_ability_doom_bringer_lvl_death_Description"	"Ignites an enemy hero's soul, dealing base damage and a mini-stun. If the target hero's level is a multiple of the Hero Level Multiplier, or they are level 25, they will be dealt additional damage equal to %lvl_bonus_damage%%% of their maximum health."
"DOTA_Tooltip_ability_doom_bringer_lvl_death_damage"	"BASISSCHADE:"
"[english]DOTA_Tooltip_ability_doom_bringer_lvl_death_damage"	"BASE DAMAGE:"
"DOTA_Tooltip_ability_doom_bringer_lvl_death_lvl_bonus_multiple"	"LEVELVERMENIGVULDIGER (HELD):"
"[english]DOTA_Tooltip_ability_doom_bringer_lvl_death_lvl_bonus_multiple"	"HERO LEVEL MULTIPLIER:"
"DOTA_Tooltip_ability_doom_bringer_doom"	"Doom"
"[english]DOTA_Tooltip_ability_doom_bringer_doom"	"Doom"
"DOTA_Tooltip_ability_doom_bringer_doom_Description"	"Spreekt een vloek uit die een vijandige held tegenhoudt om spreuken of voorwerpen te gebruiken en schade over tijd aanricht.\n\nTe verbeteren met Aghanim's Scepter."
"[english]DOTA_Tooltip_ability_doom_bringer_doom_Description"	"Inflicts a curse that prevents an enemy Hero from casting spells or using items, while taking damage over time.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_doom_bringer_doom_duration"	"DUUR:"
"[english]DOTA_Tooltip_ability_doom_bringer_doom_duration"	"DURATION:"
"DOTA_Tooltip_ability_doom_bringer_doom_damage"	"SCHADE PER SECONDE:"
"[english]DOTA_Tooltip_ability_doom_bringer_doom_damage"	"DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_doom_bringer_empty1"	"Leeg"
"[english]DOTA_Tooltip_ability_doom_bringer_empty1"	"Empty"
"DOTA_Tooltip_ability_doom_bringer_empty1_Description"	" "
"[english]DOTA_Tooltip_ability_doom_bringer_empty1_Description"	""
"DOTA_Tooltip_ability_doom_bringer_empty2"	"Leeg"
"[english]DOTA_Tooltip_ability_doom_bringer_empty2"	"Empty"
"DOTA_Tooltip_ability_doom_bringer_empty2_Description"	" "
"[english]DOTA_Tooltip_ability_doom_bringer_empty2_Description"	""
"npc_dota_hero_doom_bringer_bio"	"Hij die brandt en niet verteerd wordt, verslindt en nooit verzadigd is, doodt en niet veroordeeld kan worden-Lucifer brengt onheil over allen die tegen hem zijn. Het wegdragen van zielen op het punt van een vurig zwaard, hij is de Fallen One, ooit een gevierd generaal van het rijk achter het licht, verbannen voor de zonde van opstandigheid: hij ging niet op zijn knieën. Zes keer rolde zijn naam van de grote klok Vashundol. Zesenzestig keer werden zijn vleugels gebrandmerkt totdat alleen smeulende stompjes overbleven. Zonder zijn vleugels gleed hij los van de bindingen die hem in het licht hielden en viel hij schreeuwend ter aarde. Een krater in de woestijn, het verloren paradijs. Nu valt hij zonder genade aan, zonder motief, het enige wezen dat vrij kan bewegen tussen de zeven donkere heerschappijen. Doom draagt zijn eigen hel over met zich mee, gegeseld door onontkoombare behoeftes, verwrongen door onvoorstelbare talenten. Altijd tartend. Ooit zal de wereld Doom toebehoren."
"[english]npc_dota_hero_doom_bringer_bio"	"He that burns and is not consumed, devours and is never sated, kills and is beyond all judgment--Lucifer brings doom to all who would stand against him. Bearing away souls on the tip of a fiery sword, he is the Fallen One, a once-favored general from the realm behind the light, cast out for the sin of defiance: he would not kneel. 
Six times his name was tolled from the great bell of Vashundol. Six and sixty times his wings were branded, until only smoking stumps remained. Without wings, he slipped loose from the tethers that bound him within the light and he fell screaming to earth. A crater in the desert, Paradise lost.  Now he attacks without mercy, without motive, the only living being able to move freely between the seven dark dominions. Lashed by inescapable needs, twisted by unimaginable talents, Doom carries his own hell with him wherever he goes. Defiant to the last. Eventually, the world will belong to Doom."
"DOTA_Tooltip_ability_ancient_apparition_cold_feet"	"Cold Feet"
"[english]DOTA_Tooltip_ability_ancient_apparition_cold_feet"	"Cold Feet"
"DOTA_Tooltip_ability_ancient_apparition_cold_feet_Description"	"Plaatst een bevroren betovering op een vijandelijke eenheid die schade over tijd uitdeelt, maar verwijderd kan worden door weg te gaan van het initiële gebruikspunt. Als de vijandelijke eenheid niet buiten de gegeven afstand stapt, zal hij of zij na 4 seconden verlamd worden en vastgevroren raken."
"[english]DOTA_Tooltip_ability_ancient_apparition_cold_feet_Description"	"Places a frozen hex on an enemy unit that deals damage over time, but can be dispelled by moving away from the initial cast point.  If the enemy unit doesn't move outside of the given range, it will be stunned and frozen in place after 4 seconds."
"DOTA_Tooltip_ability_ancient_apparition_cold_feet_damage"	"SCHADE PER TIK:"
"[english]DOTA_Tooltip_ability_ancient_apparition_cold_feet_damage"	"DAMAGE PER TICK:"
"DOTA_Tooltip_ability_ancient_apparition_cold_feet_stun_duration"	"VERLAMMINGSDUUR:"
"[english]DOTA_Tooltip_ability_ancient_apparition_cold_feet_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_ancient_apparition_ice_vortex"	"Ice Vortex"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_vortex"	"Ice Vortex"
"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_Description"	"Creëert een wervel van ijzige energie die bewegingssnelheid verlaagt en de magische weerstand in zijn bereik verhoogt. Duurt 16 seconden."
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_vortex_Description"	"Creates a vortex of icy energy that slows movement speed and increases magic damage done in its range.  Lasts 16 seconds."
"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_movement_speed_pct"	"%VERTRAGING:"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_vortex_movement_speed_pct"	"%SLOW:"
"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_spell_resist_pct"	"%VERHOGING MAGISCHE SCHADE:"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_vortex_spell_resist_pct"	"%INCREASED MAGIC DAMAGE:"
"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_radius"	"STRAAL:"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_vortex_radius"	"RADIUS:"
"DOTA_Tooltip_ability_ancient_apparition_chilling_touch"	"Chilling Touch"
"[english]DOTA_Tooltip_ability_ancient_apparition_chilling_touch"	"Chilling Touch"
"DOTA_Tooltip_ability_ancient_apparition_chilling_touch_Description"	"Een koude windstoot betovert geallieerde helden, die ze een bonus aan magische schade geeft voor het aantal uitgedeelde fysieke aanvallen, terwijl het hun aanvalssnelheid iets verlaagt. Ancient Apparition ontvangt altijd de buff. Duurt 30 seconden."
"[english]DOTA_Tooltip_ability_ancient_apparition_chilling_touch_Description"	"A frigid gust enchants allied heroes, granting them bonus magical damage for a given number of physical attacks, while slowing their attack speed slightly.  Ancient Apparition always receives the buff. Lasts 30 seconds."
"DOTA_Tooltip_ability_ancient_apparition_chilling_touch_max_attacks"	"MAX. AANVALLEN:"
"[english]DOTA_Tooltip_ability_ancient_apparition_chilling_touch_max_attacks"	"MAX ATTACKS:"
"DOTA_Tooltip_ability_ancient_apparition_chilling_touch_bonus_damage"	"SCHADE:"
"[english]DOTA_Tooltip_ability_ancient_apparition_chilling_touch_bonus_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast"	"Ice Blast"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast"	"Ice Blast"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_Description"	"Lanceert een tracer richting een locatie op het veldslag, die vervolgens weer gebruikt moet worden om het gebied te markeren dat door een explosie van hagel getroffen moet worden. Des te langer de tracer heeft gereisd, des te groter de explosie zal zijn. Vijanden die geraakt worden door de explosie, of door de bal van ijzige hagel terwijl het reist, zullen onder invloed van Frostbitten komen, waardoor ze schade ontvangen en niet langer gezondheid kunnen herstellen. Als de gezondheid van een eenheid onder invloed van Frostbitten onder een bepaald percentage komt, barst deze meteen uiteen.\n\nTe verbeteren met Aghanim's Scepter."
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_Description"	"Launches a tracer toward any location on the battlefield, which must be triggered again to mark the area to be blasted by a damaging explosion of hail. The further the tracer travels, the larger the explosion will be. Enemies caught in the explosion, or who touch the icy ball of hail as it travels, are Frostbitten, taking damage and prevented from regenerating or healing. If a Frostbitten unit's health drops below a certain percentage, they will instantly shatter.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_damage"	"SCHADE:"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_frostbite_duration"	"DUUR FROSTBITTEN:"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_frostbite_duration"	"FROSTBITTEN DURATION:"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_dot_damage"	"SCHADE PER SECONDE FROSTBITTEN:"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_dot_damage"	"FROSTBITTEN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_kill_pct"	"%GEZONDHEIDSDREMPEL VERBRIJZELEN:"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_kill_pct"	"%SHATTER HEALTH THRESHOLD:"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_release"	"Release"
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_release"	"Release"
"DOTA_Tooltip_ability_ancient_apparition_ice_blast_release_Description"	"Laat de ijsknal los op de huidige locatie."
"[english]DOTA_Tooltip_ability_ancient_apparition_ice_blast_release_Description"	"Releases the ice blast to explode at the tracer's current location."
"npc_dota_hero_ancient_apparition_bio"	"Kaldr, de Ancient Apparition, is een beeld dat van buiten de tijd wordt geprojecteerd. Hij komt voort vanuit de koude, oneindige leegte daieouder is dan het universum en zijn einde afwacht. Kaldr is, Kaldr was, Kaldr zal zijn... en wat wij zien, zo krachtig als dat hij lijkt, is maar de zwakste, vervaagde echo van de echte, eeuwige Kaldr. Sommigen geloven dat terwijl de kosmos ouder wordt en zijn laatste momenten nadert, dook de helderheid en kracht van Kaldr zal toenemen - dat de Ancient Apparition jonger en sterker wordt naarmate het einde nadert. Zijn krachten over ijs zal alle materie tot een stilstand brengen, zijn afbeelding zal een licht werpen dat te verschrikkelijk is om aan te zien. Niet langer een Apparition!"
"[english]npc_dota_hero_ancient_apparition_bio"	"Kaldr, the Ancient Apparition, is an image projected from outside time. He springs from the cold, infinite void that both predates the universe and awaits its end. Kaldr is, Kaldr was, Kaldr shall be...and what we perceive, powerful as it appears to us, is but the faintest faded echo of the true, eternal Kaldr. Some believe that as the cosmos ages and approaches its final moments, the brightness and power of Kaldr will also intensify--that the Ancient Apparition will grow younger and stronger as eternity's end draws nigh. His grip of ice will bring all matter to a stop, his image will cast a light too terrible to behold. An Apparition no longer!"
"DOTA_Tooltip_ability_ursa_earthshock"	"Earthshock"
"[english]DOTA_Tooltip_ability_ursa_earthshock"	"Earthshock"
"DOTA_Tooltip_ability_ursa_earthshock_Description"	"Ursa ramt de grond en veroorzaakt een krachtige schok die schade doet en alle nabije vijandelijke eenheden vertraagt voor 4 seconden."
"[english]DOTA_Tooltip_ability_ursa_earthshock_Description"	"Ursa slams the earth, causing a powerful shock to damage and slow all enemy units in a nearby area for 4 seconds."
"DOTA_Tooltip_ability_ursa_earthshock_damage"	"SCHADE:"
"[english]DOTA_Tooltip_ability_ursa_earthshock_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_ursa_earthshock_movement_slow"	"%VERTRAGING:"
"[english]DOTA_Tooltip_ability_ursa_earthshock_movement_slow"	"%SLOW:"
"DOTA_Tooltip_ability_ursa_earthshock_shock_radius"	"STRAAL:"
"[english]DOTA_Tooltip_ability_ursa_earthshock_shock_radius"	"RADIUS:"
"DOTA_Tooltip_ability_ursa_overpower"	"Overpower"
"[english]DOTA_Tooltip_ability_ursa_overpower"	"Overpower"
"DOTA_Tooltip_ability_ursa_overpower_Description"	"Met zijn gevechtsvaardigheden ontvangt Ursa een hogere aanvalssnelheid voor een aantal opeenvolgende aanvallen."
"[english]DOTA_Tooltip_ability_ursa_overpower_Description"	"Using his skill in combat, Ursa gains increased attack speed for a number of subsequent attacks."
"DOTA_Tooltip_ability_ursa_overpower_max_attacks"	"AANVALLEN:"
"[english]DOTA_Tooltip_ability_ursa_overpower_max_attacks"	"ATTACKS:"
"DOTA_Tooltip_ability_ursa_overpower_attack_speed_bonus_pct"	"EXTRA AANVALSSNELHEID:"
"[english]DOTA_Tooltip_ability_ursa_overpower_attack_speed_bonus_pct"	"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_ursa_fury_swipes"	"Fury Swipes"
"[english]DOTA_Tooltip_ability_ursa_fury_swipes"	"Fury Swipes"
"DOTA_Tooltip_ability_ursa_fury_swipes_Description"	"De klauwen van Ursa krabben diepere wonden in de vijand, waardoor opeenvolgende aanvallen op dezelfde vijand meer schade aanrichten. Als hetzelfde doel niet binnen 15 seconden wordt aangevallen gaat de bonusschade verloren."
"[english]DOTA_Tooltip_ability_ursa_fury_swipes_Description"	"Ursa's claws dig deeper wounds in the enemy, causing consecutive attacks to the same enemy to deal more damage.  If the same target is not attacked after 15 seconds, the bonus damage is lost."
"DOTA_Tooltip_ability_ursa_fury_swipes_damage_per_stack"	"SCHADE PER AANVAL:"
"[english]DOTA_Tooltip_ability_ursa_fury_swipes_damage_per_stack"	"DAMAGE PER ATTACK:"
"DOTA_Tooltip_ability_ursa_enrage"	"Enrage"
"[english]DOTA_Tooltip_ability_ursa_enrage"	"Enrage"
"DOTA_Tooltip_ability_ursa_enrage_life_damage_bonus_percent"	"%TE BESCHADIGEN GEZONDHEID:"
"[english]DOTA_Tooltip_ability_ursa_enrage_life_damage_bonus_percent"	"%HEALTH TO DAMAGE:"
"npc_dota_hero_ursa_bio"	"Ulfsaar de Krijger is het meest woeste lid van een berige stam, die haar land en mensen verdedigt. Tijdens de lange winters, als de moeders slapen en hun welpen verzorgen, bewaken de mannen de bovengelegen gebieden, onvermoeibaar en waakzame verdedigers van hun oude tradities. Toen hij de zachte maar gegroeide geruchten hoorde over een verspreidend kwaad ging Ulfsaar weg, voorbij de grenzen van zijn dichtbeboste vaderland, om de bedreiging te zoeken en bij zijn wortels te vernietigen, voordat het zijn volk in gevaar kon brengen. Hij is een trots schepsel met een pientere, sterke geest, volledig betrouwbaar, een trouwe bondgenoot en verdediger."
"[english]npc_dota_hero_ursa_bio"	"Ulfsaar the Warrior is the fiercest member of an ursine tribe, protective of his land and his people. During the long winters, while the mothers sleep and nurse their cubs, the males patrol the lands above as tireless, vigilant defenders of their ancient ways. Hearing dim but growing rumors of a spreading evil, Ulfsaar headed out beyond the boundaries of his wild wooded homeland, intending to track down and destroy the threat at its source, before it could endanger his people. He is a proud creature with a bright strong spirit, utterly trustworthy, a staunch ally and defender."
"DOTA_Tooltip_ability_gyrocopter_rocket_barrage"	"Rocket Barrage"
"[english]DOTA_Tooltip_ability_gyrocopter_rocket_barrage"	"Rocket Barrage"
