"dota"
{
"DOTA_Accept"	"Aceitar"
"DOTA_ChatTarget_Format_Default"	"{s:target}"
"DOTA_ChatTarget_Prompt_Default"	"Para ({s:target}):"
"DOTA_ChatTarget_Format_Whisper"	"{s:persona}"
"DOTA_ChatTarget_Prompt_Whisper"	"Para [{s:persona}]:"
"DOTA_ChatTarget_Party"	"Grupo"
"DOTA_ChatTarget_Lobby"	"Lobby"
"DOTA_ChatTarget_Team"	"Equipa"
"DOTA_ChatTarget_Guild"	"Clã"
"DOTA_ChatTarget_Fantasy"	"Liga de Sonho"
"DOTA_ChatTarget_Console"	"Consola"
"DOTA_ChatTarget_Whisper"	"Sussurro"
"DOTA_ChatTarget_Invalid"	"Nenhum canal"
"DOTA_ChatTarget_GameAll"	"Todos"
"DOTA_ChatTarget_GameAllies"	"Aliados"
"DOTA_ChatTarget_GameCoaching"	"Treinador"
"DOTA_ChatTarget_GameSpectator"	"Espectador"
"DOTA_ChatTargetMenu_Title"	"{s:target}"
"DOTA_ChatTargetMenu_ToggleEnabled"	"{s:toggle_enabled}"
"DOTA_ChatTargetMenu_NotActive"	"(Inativo)"
"DOTA_Chat_Placeholder"	"Escreve aqui para falares. Usa '/' para comandos."
"DOTA_Chat_MissedMessages"	"{s:missed_message_count}"
"DOTA_ChatCommand_Party"	"p"
"DOTA_ChatCommand_Party_Name"	"Grupo"
"DOTA_ChatCommand_Party_Description"	"Comunica com o teu grupo atual."
"DOTA_ChatCommand_Lobby"	"l"
"DOTA_ChatCommand_Lobby_Name"	"Lobby"
"DOTA_ChatCommand_Lobby_Description"	"Comunica com o teu lobby atual."
"DOTA_ChatCommand_Channel"	"c"
"DOTA_ChatCommand_Channel_Name"	"Canal"
"DOTA_ChatCommand_Channel_Description"	"Comunica com um canal de chat específico."
"DOTA_ChatCommand_Whisper"	"w"
"DOTA_ChatCommand_Whisper_Name"	"Sussurrar"
"DOTA_ChatCommand_Whisper_Description"	"Comunica em privado com um amigo."
"DOTA_ChatCommand_Reply"	"r"
"DOTA_ChatCommand_Reply_Name"	"Responder"
"DOTA_ChatCommand_Reply_Description"	"Responde a uma mensagem privada (sussurro) de um amigo."
"DOTA_ChatCommand_Help"	"?"
"DOTA_ChatCommand_Help_Name"	"Ajuda"
"DOTA_ChatCommand_Help_Description"	"Apresenta informações sobre comandos de chat."
"DOTA_ChatCommand_InviteToParty"	"partyinvite"
"DOTA_ChatCommand_InviteToParty_Name"	"Convidar para grupo"
"DOTA_ChatCommand_InviteToParty_Description"	"Convida um amigo para o teu grupo atual."
"DOTA_ChatCommand_LeaveParty"	"leaveparty"
"DOTA_ChatCommand_LeaveParty_Name"	"Sair do grupo"
"DOTA_ChatCommand_LeaveParty_Description"	"Sai do teu grupo atual."
"DOTA_ChatCommand_JoinChannel"	"joinchannel"
"DOTA_ChatCommand_JoinChannel_Name"	"Entrar em canal"
"DOTA_ChatCommand_JoinChannel_Description"	"Entra num canal de chat ou cria um novo."
"DOTA_ChatCommand_LeaveChannel"	"leavechannel"
"DOTA_ChatCommand_LeaveChannel_Name"	"Sair de canal"
"DOTA_ChatCommand_LeaveChannel_Description"	"Sai de um canal de chat específico."
"DOTA_ChatCommand_GameAll"	"all"
"DOTA_ChatCommand_GameAll_Name"	"Todos"
"DOTA_ChatCommand_GameAll_Description"	"Comunica com todos os jogadores no jogo."
"DOTA_ChatCommand_GameAllies"	"allies"
"DOTA_ChatCommand_GameAllies_Name"	"Aliados"
"DOTA_ChatCommand_GameAllies_Description"	"Comunica com os teus aliados."
"DOTA_ChatCommand_GameCoaching"	"coach"
"DOTA_ChatCommand_GameCoaching_Name"	"Treino"
"DOTA_ChatCommand_GameCoaching_Description"	"Comunica com o teu aprendiz ou treinador."
"DOTA_ChatCommand_GameSpectator"	"spectator"
"DOTA_ChatCommand_GameSpectator_Name"	"Espectador"
"DOTA_ChatCommand_GameSpectator_Description"	"Comunica com outros espectadores."
"DOTA_ChatCommand_Clear"	"clear"
"DOTA_ChatCommand_Clear_Name"	"Limpar"
"DOTA_ChatCommand_Clear_Description"	"Limpa todas as mensagens visíveis neste separador."
"DOTA_Chat_UnknownCommandMessage"	"Comando \"{s:chat_command}\" desconhecido"
"DOTA_ChatHelp_Targets"	"Alvos"
"DOTA_ChatHelp_Commands"	"Comandos"
"DOTA_ChatHelp_NameFormat"	"{s:command_name}:"
"DOTA_ChatHelp_CommandFormat"	"/{s:command}"
"DOTA_Chat_JoinedParty"	"Membros do grupo: {s:party_members}"
"DOTA_Chat_LeftParty"	"Grupo dissolvido."
"DOTA_Chat_MemberJoinedParty"	"Jogador entrou no grupo: {s:party_members}"
"DOTA_Chat_MemberLeftParty"	"Jogador saiu do grupo: {s:party_members}"
"DOTA_Chat_InvitedToJoinParty"	"Convite enviado a: {s:party_members}"
"DOTA_Chat_RequestedToJoinParty"	"Pedido de entrada de: {s:party_members}"
"DOTA_Chat_PartyMemberSeparator"	", "
"DOTA_Feature_Under_Construction_Title"	"Em construção"
"DOTA_Feature_Under_Construction_Text"	"Esta funcionalidade está a ser desenvolvida e ainda não está disponível."
"DOTA_Treasure_Purchase_Under_Construction_Text"	"Ainda não são possíveis compras de tesouros a partir daqui, mas da Loja do Dota sim. Verifica os conjuntos de itens do lado esquerdo da lista de itens disponíveis."
"DOTA_Marketplace_Purchase_Under_Construction_Text"	"Ainda não é possível fazer compras do Mercado a partir daqui, mas da Loja do Dota sim. Verifica os conjuntos de itens do lado esquerdo da lista de itens disponíveis."
"DOTA_PartyJoinRequest_Title"	"Pedido para entrar no grupo"
"DOTA_PartyJoinRequest_Description"	"{g:dota_persona:b:inviter} quer entrar no teu grupo."
"DOTA_PartyMergeRequest_Title"	"Pedido de junção de grupos"
"DOTA_PartyMergeRequest_Description"	"{g:dota_persona:b:inviter} quer juntar o seu grupo ao teu."
"DOTA_PartyMergeRequestLowPriWarning"	"Nota: Aceitar este pedido fará com que o teu grupo seja de baixa prioridade."
"DOTA_PartyInvite_Title"	"Convite para grupo"
"DOTA_Invite_IOfN"	"{d:received_invite_index} de {d:received_invite_count}"
"DOTA_PartyInvite_Description"	"{g:dota_persona:b:inviter} convidou-te para um grupo."
"DOTA_PartyInvite_LowPriority_Title"	"Convite para grupo de baixa prioridade"
"DOTA_PartyInvite_LowPriority_Description"	"{g:dota_persona:b:inviter} convidou-te para um grupo de baixa prioridade."
"DOTA_PartyInvite_BlockPartyLeader"	"Bloquear comunicações de {g:dota_persona:b:inviter}"
"DOTA_LobbyInvite_BlockInviter"	"Bloquear comunicações deste jogador"
"DOTA_PartyInvite_BlockNonFriendInvites"	"Permitir apenas convites de amigos"
"DOTA_PartyInvite_BlockNonFriendInvitesDescription"	"Pode ser alterado em Opções > Perfil no painel de Definições"
"DOTA_PartyInvite_Expired"	"O pedido foi cancelado ou já não é válido."
"DOTA_PartyInvite_Coach"	"Treinador:"
"DOTA_PartyVisTooltip_TitleOpen"	"À procura de membros para o grupo"
"DOTA_PartyVisTooltip_TitleNotOpen"	"Não se está à procura de membros para o grupo"
"DOTA_PartyVisTooltip_SoloNotOpen"	"Clica para mudares o teu estado."
"DOTA_PartyVisTooltip_SoloOpen"	"Amigos podem pedir para se juntarem a ti.<br/>Clica para mudares o teu estado."
"DOTA_PartyVisTooltip_LeaderOpen"	"Pedidos para entrar de amigos dos membros do grupo são aceites automaticamente.<br/>Clica para desativares o estado de grupo aberto."
"DOTA_PartyVisTooltip_LeaderOpenManualAccept"	"Amigos de membros do grupo podem pedir para entrar.<br/>Clica para desativares o estado de grupo aberto."
"DOTA_PartyVisTooltip_LeaderNotOpen"	"Amigos de membros do grupo podem pedir para entrar.<br/>Clica para ativares o estado de grupo aberto, tornando o grupo mais visível para amigos."
"DOTA_PartyVisTooltip_NotOpenHidden"	"Estás a ocultar a tua presença neste grupo aos teus amigos, de acordo com as tuas definições de privacidade.<br/>Nota: Outros membros do grupo podem permitir que os seus amigos vejam o grupo e possam pedir para entrar."
"DOTA_PartyVisTooltip_NonLeaderOpen"	"Pedidos de entrada de amigos.<br/>Clica para desativares o estado de grupo aberto."
"DOTA_PartyVisTooltip_NonLeaderNotOpen"	"Amigos de membros do grupo podem pedir para entrar.<br/>Só o líder do grupo pode aceitar pedidos de entrada.<br/>Clica para ativares o estado de grupo aberto, tornando o grupo mais visível para amigos."
"DOTA_TogglePartyOpenMic_Tooltip"	"Ligar/desligar microfone aberto para o grupo"
"DOTA_PartySettings"	"Definições do grupo"
"DOTA_PartySettings_OpenParty"	"Abrir este grupo para pedidos de entrada"
"DOTA_PartySettings_BroadcastToFriends"	"Deixar os meus amigos ver quando estou num grupo"
"DOTA_PartySettings_OpenState_NotOpen"	"O líder do grupo não definiu este grupo como aberto a pedidos de entrada."
"DOTA_PartySettings_OpenState_NotOpenLeader"	"Este grupo não está aberto a pedidos de entrada."
"DOTA_PartySettings_OpenState_OpenButHiddenFromFriends"	"Este grupo está aberto a pedidos de entrada, mas não é visível para os teus amigos. O grupo pode ser visível para amigos de outros membros."
"DOTA_PartySettings_OpenState_Open"	"Este grupo está aberto a pedidos de entrada, é visível para os teus amigos e pode também ser visível para amigos de outros membros."
"DOTA_LobbyInvite_Title"	"Convite para lobby"
"DOTA_LobbyInvite_Description"	"{g:dota_persona:inviter} convidou-te para um lobby."
"DOTA_PartyJoinedLobby_Title"	"Entraste num lobby"
"DOTA_PartyJoinedLobby_Generic"	"{s:party_leader} moveu-te para um lobby."
"DOTA_PartyJoinedLobby_Custom"	"{s:party_leader} moveu-te para um lobby de {s:custom_game}."
"DOTA_PartyLeader"	"Líder do grupo"
"DOTA_LobbyKicked_Header"	"Expulso do lobby"
"DOTA_LobbyKicked_Message"	"Foste expulso do lobby pelo líder do mesmo."
"DOTA_PlayerContextMenu_ViewProfile"	"Ver perfil"
"DOTA_PlayerContextMenu_ChatWithPlayer"	"Enviar mensagem"
"DOTA_PlayerContextMenu_InviteToParty"	"Convidar para grupo"
"DOTA_PlayerContextMenu_SuggestInviteToParty"	"Sugerir convite para grupo"
"DOTA_PlayerContextMenu_KickFromParty"	"Expulsar do grupo"
"DOTA_PlayerContextMenu_SetPartyLeader"	"Promover a líder do grupo"
"DOTA_PlayerContextMenu_LeaveParty"	"Sair do grupo"
"DOTA_PlayerContextMenu_CoachParty"	"Treinar este grupo"
"DOTA_PlayerContextMenu_StopCoachingParty"	"Parar de treinar este grupo"
"DOTA_PlayerContextMenu_AddFriend"	"Adicionar como amigo"
"DOTA_PlayerContextMenu_RemoveFriend"	"Remover amigo"
"DOTA_PlayerContextMenu_AcceptFriendRequest"	"Aceitar pedido de amizade"
"DOTA_PlayerContextMenu_IgnoreFriendRequest"	"Ignorar pedido de amizade"
"DOTA_PlayerContextMenu_Spectate"	"Assistir à partida"
"DOTA_PlayerContextMenu_InviteToLobby"	"Convidar para o lobby"
"DOTA_PlayerContextMenu_SuggestInviteToLobby"	"Sugerir convite para o lobby"
"DOTA_PlayerContextMenu_KickFromLobby"	"Expulsar do lobby"
"DOTA_PlayerContextMenu_KickFromLobbyTeam"	"Expulsar da equipa do lobby"
"DOTA_FeaturedHero_UnableToLoad"	"Não foi possível carregar os heróis em destaque."
"DOTA_FeaturedHero_ViewGrid"	"Grelha"
"DOTA_FeaturedHero_HeroName"	"{s:hero_name}"
"DOTA_FeaturedHero_ItemName"	"{g:dota_item_name:item_def}"
"DOTA_FeaturedHeroReason_NewHero"	"Novo herói disponível"
"DOTA_FeaturedHeroReason_NewItem"	"Novo conjunto {s:item_rarity}"
"DOTA_FeaturedHeroReason_FrequentlyPlayedHero"	"Porque jogaste com"
"DOTA_FeaturedHeroReason_FeaturedItem"	"Item em destaque"
"DOTA_FeaturedHeroReason_PopularItem"	"Sucesso na loja"
"DOTA_FeaturedHeroReason_SaleItem"	"Em promoção"
"DOTA_NewFeaturedHero_WinterWyvern"	"Acompanhada de um vento gélido, chega a Eldwurm."
"DOTA_HeroSelectorCategory_Default"	"Todos"
"DOTA_HeroSelectorCategory_NewItems"	"Itens novos"
"DOTA_HeroSelectorCategory_Favorites"	"Favoritos"
"DOTA_HeroSelectorCategory_MostPlayed"	"Mais jogados"
"DOTA_HeroSelectorCategory_LeastPlayed"	"Menos jogados"
"DOTA_HeroSelectorCategory_HaveItems"	"Itens no arsenal"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Strength"	"Força"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Agility"	"Agilidade"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Intelligence"	"Inteligência"
"DOTA_HeroSelectorCategory_AttackRange_Melee"	"Melee"
"DOTA_HeroSelectorCategory_AttackRange_Ranged"	"Ranged"
"DOTA_HeroSelector_SelectHero_Label"	"Escolher"
"DOTA_HeroSelector_ClearFilters"	"Limpar filtros"
"DOTA_OwnedItemSet_Selector_Title"	"No arsenal"
"DOTA_EquippedItemSet_Selector_Title"	"Equipado:"
"DOTA_OwnedItemSet_Available_Title"	"Disponíveis"
"DOTA_FeaturedItemSet_Selector_Title"	"Em destaque"
"DOTA_AllItemSet_Selector_Title"	"Todos"
"DOTA_ConfirmLANLobby_title"	"LOBBY LOCAL"
"DOTA_ConfirmLANLobby_desc"	"Uma partida local é hospedada na tua máquina. O jogo exige mais do sistema ao hospedares uma partida local."
"DOTA_ConfirmLANLobbyDisconnect_title"	"Sair do lobby local?"
"DOTA_ConfirmLANLobbyDisconnect_desc"	"Esta partida está a ser hospedada na tua máquina. Se saíres, esta partida irá terminar para todos os jogadores. Continuar?"
"DOTA_ConfirmLANLobbyDisconnect_ok"	"Sim, continuar"
"DOTA_Lobby_Settings_General"	"DEFINIÇÕES GERAIS DO LOBBY"
"DOTA_Lobby_Settings_Required"	"OBRIGATÓRIO"
"DOTA_Lobby_Settings_Confirm"	"{s:lobby_confirm_label}"
"DOTA_Lobby_Settings_Game_Mode"	"MODO DE JOGO"
"DOTA_Lobby_Settings_Region"	"LOCALIZAÇÃO"
"DOTA_Lobby_Settings_Password"	"PALAVRA-PASSE DO LOBBY"
"DOTA_Lobby_Settings_Game_Name"	"NOME"
"DOTA_Lobby_Settings_Advanced"	"DEFINIÇÕES AVANÇADAS"
"DOTA_Lobby_Settings_Competitive"	"COMPETITIVO"
"DOTA_Lobby_Settings_Starting_Team"	"EQUIPA"
"DOTA_Lobby_Settings_Starting_Team_Random"	"ALEATÓRIA"
"DOTA_Lobby_Settings_Starting_Team_Radiant"	"RADIANT"
"DOTA_Lobby_Settings_Starting_Team_Dire"	"DIRE"
"DOTA_Lobby_Settings_Penalty_Radiant"	"PENALIDADE - RADIANT"
"DOTA_Lobby_Settings_Penalty_Dire"	"PENALIDADE - DIRE"
"DOTA_Lobby_Settings_Penalty_Level_0"	"Sem penalidade"
"DOTA_Lobby_Settings_Penalty_Level_1"	"-30 seg. na fase de bans"
"DOTA_Lobby_Settings_Penalty_Level_2"	"-70 seg. na fase de bans"
"DOTA_Lobby_Settings_Penalty_Level_3"	"-110 seg. na fase de bans"
"DOTA_Lobby_Settings_Penalty_Tooltip"	"No Modo de Capitães, isto reduz o número de segundos na fase de bans desta equipa."
"DOTA_Lobby_Settings_Series_Type"	"TIPO DE SÉRIE"
"DOTA_Lobby_Settings_No_Series"	"SEM SÉRIE"
"DOTA_Lobby_Settings_Series_Best_of_3"	"MELHOR DE 3"
"DOTA_Lobby_Settings_Series_Best_of_5"	"MELHOR DE 5"
"DOTA_Lobby_Settings_Gameplay_Rules"	"REGRAS"
"DOTA_Lobby_Settings_Enable_Cheats"	"PERMITIR BATOTAS"
"DOTA_Lobby_Settings_All_Chat"	"CHAT GLOBAL"
"DOTA_Lobby_Settings_Fill_Bots"	"BOTS EM VAGAS VAZIAS"
"DOTA_Lobby_Settings_Bot_Difficulty"	"DIFICULDADE DOS BOTS"
"DOTA_Lobby_Settings_Bot_Difficulty_Passive"	"PASSIVOS"
"DOTA_Lobby_Settings_Bot_Difficulty_Easy"	"FÁCEIS"
"DOTA_Lobby_Settings_Bot_Difficulty_Medium"	"MEDIANOS"
"DOTA_Lobby_Settings_Bot_Difficulty_Hard"	"DIFÍCEIS"
"DOTA_Lobby_Settings_Bot_Difficulty_Unfair"	"INJUSTOS"
"DOTA_Lobby_Settings_Version"	"VERSÃO"
"DOTA_Lobby_Settings_Version_Latest"	"MAIS RECENTE"
"DOTA_Lobby_Settings_Version_Tournament"	"TORNEIO"
"DOTA_Lobby_Settings_Spectator_Section"	"ESPECTADOR"
"DOTA_Lobby_Settings_Dota_TV_Delay"	"ATRASO DO DOTA TV"
"DOTA_Lobby_Settings_Dota_TV_Delay_2_Minutes"	"2 minutos"
"DOTA_Lobby_Settings_Dota_TV_Delay_5_Minutes"	"5 minutos"
"DOTA_Lobby_Settings_Dota_TV_Delay_10_Seconds"	"10 segundos"
"DOTA_Lobby_Settings_Spectators"	"ESPECTADORES"
"DOTA_Lobby_Settings_Spectators_Enabled"	"PERMITIDOS"
"DOTA_Lobby_Settings_Spectators_Disabled"	"DESATIVADOS"
"dota_lobby_settings_hide_password"	"Ocultar palavra-passe"
"dota_lobby_settings_local_host"	"Anfitrião local"
"DOTA_Lobby_Settings_Visibility"	"Visibilidade do Lobby"
"DOTA_Lobby_Settings_Visibility_Public"	"Pública"
"DOTA_Lobby_Settings_Visibility_Friends"	"Só Amigos"
"DOTA_Lobby_Settings_Visibility_Unlisted"	"Não listado"
"DOTA_Lobby_Settings_Visibility_Tooltip"	"Define a visibilidade do lobby. Lobbies públicos podem ser vistos na lista de lobbies e de amigos. Lobbies só para amigos apenas podem ser vistos por amigos, mas é possível convidar outros jogadores. Lobbies não listados não são visíveis na lista de lobbies nem na de amigos."
"DOTA_TeamUnsetHeader"	"Equipa não definida"
"DOTA_TeamUnsetMessage"	"Pelo menos uma equipa não tem um nome/logo definido. Começar a partida mesmo assim?"
"DOTA_LeagueUnsetHeader"	"Liga por definir"
"DOTA_LeagueUnsetMessage"	"Não está nenhuma liga definida neste lobby, mas podes definir uma. Iniciar a partida mesmo assim?"
"DOTA_LobbyAllowSpectatingHeader"	"Impossível iniciar partida"
"DOTA_LobbyAllowSpectatingMessage"	"Esta partida deve estar definida para poder ser vista enquanto houver espectadores no lobby. Verifica o painel de Definições."
"dota_radiant"	"Radiant"
"dota_dire"	"Dire"
"dota_lobby_team_name_radiant"	"{s:team_name_good_guys}"
"dota_lobby_team_name_dire"	"{s:team_name_bad_guys}"
"dota_lobby_no_team"	"Nenhuma equipa"
"dota_lobby_broadcast_default_channel_name"	"Nome do canal"
"dota_lobby_broadcast_join"	"Entrar"
"dota_lobby_broadcast_leave"	"Sair"
"dota_lobby_broadcast_create"	"Criar novo canal"
"dota_lobby_broadcast_no_channels"	"Nenhum canal transmissor foi criado"
"dota_popup_broadcast_channel_edit_title"	"Personalizar canal de comentador"
"dota_lobby_broadcast_default_channel_name_custom"	"{s:custom_title}"
"dota_popup_broadcast_channel_edit_channel_name"	"Título do canal"
"dota_popup_broadcast_channel_edit_country"	"País"
"dota_popup_broadcast_channel_edit_language"	"Idioma"
"dota_popup_broadcast_channel_edit_save"	"Guardar como definições padrão e aplicá-las ao entrar em canais vazios"
"DOTA_Lobby_Broadcaster_Channel_Other_Language"	"Outro idioma"
"lobby_slot_error_header"	"Impossível trocar de vaga"
"generic_gc_timeout"	"A mensagem expirou."
"lobby_slot_success_header"	"Sucesso"
"lobby_slot_denied"	"Não tens permissão para ocupar esta vaga."
"lobby_slot_cameramanalready"	"Canais transmissores só podem ter um operador de câmara"
"lobby_slot_cameramanon"	"Estás indicado como \"Operador de câmara\""
"lobby_slot_cameramanoff"	"Já não és operador de câmara"
"lobby_slot_error"	"Falha ao alterar vaga do lobby."
"lobby_create_timeout"	"A criação do lobby falhou."
"find_match_error"	"Não é possível procurar uma partida de momento."
"DOTA_DialogVariableTest1"	"Simples: {s:var}"
"DOTA_DialogVariableTest2"	"Valor monetário: {m:money}"
"DOTA_DialogVariableTest3"	"Link para item: {g:dota_item_link:item_def}"
"DOTA_DialogVariableTest4"	"Preço de item: {g:dota_item_price:item_def}"
"DOTA_DialogVariableTest5"	"Nome de ID da conta: {g:dota_persona:account_id}, Nome profissional: {g:dota_persona:pro:account_id}"
"DOTA_DialogVariableTest6"	"Simples com span: <span class=\"TextSpan\">{s:var}</span>"
"LobbySetting_GameMode"	"Modo de Jogo"
"LobbySetting_GameMode_Value"	"{s:lobbysetting_gamemode}"
"LobbySetting_Bots"	"Bots"
"LobbySetting_Bots_Value"	"{s:lobbysetting_bots}"
"LobbySetting_Password"	"Palavra-passe"
"LobbySetting_Password_Value"	"{s:lobbysetting_password}"
"LobbySetting_Server"	"Servidor"
"LobbySetting_Server_Value"	"{s:lobbysetting_server}"
"LobbySetting_Cheats"	"Batotas"
"LobbySetting_Cheats_Value"	"{s:lobbysetting_cheats}"
"LobbySetting_Spectators"	"Espectadores"
"LobbySetting_Spectators_Value"	"{s:lobbysetting_spectators}"
"LobbySetting_Visibility"	"Visibilidade"
"LobbySetting_Visibility_Value"	"{s:lobbysetting_visibility}"
"dota_lobby_lan_title"	"Servidor local"
"dota_lobby_coaches_none"	"Treinadores: 0"
"dota_lobby_coaches"	"Treinadores:"
"DOTA_Custom_Game"	"Modo Customizado"
"DOTA_Custom_Game_Info"	"Informações"
"DOTA_Custom_Game_View_Details"	"Ver detalhes"
"DOTA_Custom_Game_Author"	"por {g:dota_persona:author}"
"DOTA_Custom_Game_Lobby_Count"	"{d:lobby_count} lobby"
"DOTA_Custom_Game_Lobby_Count_Plural"	"{d:lobby_count} lobbies"
"DOTA_Custom_Game_Friend_Lobbies_Alert"	"Tens {d:friend_count} amigo com um lobby aberto."
"DOTA_Custom_Game_Friend_Lobbies_Alert_Plural"	"Tens {d:friend_count} amigos com lobbies abertos."
"DOTA_Custom_Game_Quick_Join"	"Partida rápida"
"DOTA_Custom_Game_View_Lobbies"	"Ver lobbies"
"DOTA_Custom_Game_Find_Lobby"	"Procurar lobby"
"DOTA_Custom_Game_Create_Lobby"	"Criar Lobby"
"DOTA_Custom_Game_Game_Page"	"Página do modo"
"DOTA_Custom_Game_Workshop_Page"	"Ver no Workshop"
"DOTA_Custom_Game_Download_Queued"	"Download na fila"
"DOTA_Custom_Game_Downloading"	"A transferir..."
"DOTA_Custom_Game_Downloading_Percent"	"A transferir - {d:lobby_download_percent}%"
"DOTA_Custom_Game_Needs_Update"	"Requer atualização"
"DOTA_Custom_Game_Play"	"Jogar {s:game_mode_name}"
"DOTA_Custom_Game_Uninstall"	"Desinstalar"
"DOTA_Custom_Game_Install"	"Instalar"
"DOTA_Custom_Game_Installed"	"Instalado"
"DOTA_Custom_Game_Not_Installed"	"Não instalado"
"DOTA_Custom_Game_Connect"	"Entrar no Lobby"
"DOTA_Custom_Game_FileSize"	"{d:file_size} MB"
"DOTA_Custom_Game_Name"	"{s:game_mode_name}"
"DOTA_Custom_Game_Released_By"	"Lançado em {s:release_date}</b> por <b>{g:dota_persona:author}</b>"
"DOTA_Custom_Game_Subscription"	"{s:subscriptions_count} subscrição"
"DOTA_Custom_Game_Subscriptions"	"{s:subscriptions_count} subscrições"
"DOTA_Custom_Game_Rating"	"Nota"
"DOTA_Custom_Game_Release_Date"	"Lançado a"
"DOTA_Custom_Game_Playing_Now"	"{s:player_count} a jogar agora"
"DOTA_Custom_Game_Ratings_Count"	"({d:ratings_count})"
"DOTA_Custom_Game_Description"	"{s:game_description}"
"DOTA_Custom_Game_Last_Updated"	"Última atualização: {s:last_updated_date}"
"DOTA_Custom_Game_Update_Note_Title"	"{s:timestamp}"
"DOTA_Custom_Game_Screenshots"	"Imagens"
"DOTA_Custom_Game_Map_Label"	"Mapa"
"DOTA_Custom_Game_Map_Any"	"Qualquer"
"DOTA_Custom_Game_Update"	"Atualizar"
"DOTA_Custom_Game_Spectate"	"Assistir"
"DOTA_Custom_Game_Already_In_Lobby"	"Termina a tua partida atual para começares este modo."
"DOTA_Custom_Game_Friends_Playing"	"Amigos a jogar modos customizados"
"DOTA_Custom_Game_Friends_In_Lobbies"	"{d:friends_in_open_lobbies} em lobbies abertos"
"DOTA_Custom_Game_Friends_In_Game"	"{d:friends_in_game} amigos a jogar modos customizados"
"DOTA_Custom_Games_Friends_Play"	"Modos que os teus amigos jogam"
"DOTA_Custom_Game_Invite_Friend"	"Convidar um amigo"
"DOTA_Custom_Game_Tooltip_Subscribers"	"{d:subscriber_count} subscrições"
"DOTA_Custom_Game_Tooltip_Subscriber"	"{d:subscriber_count} subscrição"
"DOTA_Custom_Game_Most_Popular"	"Mais populares"
"DOTA_Custom_Game_Installed_Games"	"Modos instalados"
"DOTA_Custom_Game_Favorite_Games"	"Mostrar só favoritos"
"DOTA_Custom_Game_Add_Favorite"	"Adicionar aos favoritos"
"DOTA_Custom_Game_VotePrompt"	"Deveríamos ajudar este modo a ser encontrado por mais gente?"
"DOTA_Custom_Game_DetailsPrompt"	"Visita a página de detalhes deste modo para saberes mais, instalá-lo e jogá-lo."
"DOTA_Custom_Game_Vote_Box_Title"	"Votação no Workshop"
"DOTA_Custom_Game_Vote_Box_Desc"	"Ajuda modos customizados desconhecidos a ficarem em destaque na comunidade."
"DOTA_Custom_Game_Vote_Start"	"Começar a votar"
"DOTA_Custom_Game_VoteThanks"	"Obrigado por votares!"
"DOTA_Custom_Game_Vote_PrevLabel"	"Modo anterior"
"DOTA_Custom_Game_Vote_NextLabel"	"Modo seguinte"
"DOTA_Custom_Game_Vote_ControlsLabel"	"Votação no Workshop"
"DOTA_Custom_Game_Vote_YesLabel"	"Sim!"
"DOTA_Custom_Game_Vote_NoLabel"	"Não, precisa de ser trabalhado."
"DOTA_Custom_Game_Vote_SkipLabel"	"Não sei, passem para o próximo."
"DOTA_Custom_Game_Vote_Up"	"Bom modo"
"DOTA_Custom_Game_Vote_Down"	"Precisa de melhorar"
"Video_Support_Coming_Soon"	"Suporte para vídeo em breve"
"DOTA_Custom_Game_Leave_Lobby"	"Sair deste lobby"
"DOTA_Custom_Game_Suggested_Title"	"Modos sugeridos"
"DOTA_Custom_Game_Suggested_Info"	"Esta lista inclui modos populares e modos que estão a receber votos positivos.<br><br>Esta seleção muda a cada 30 minutos, apresentando a toda a gente na comunidade os mesmos 15 modos a qualquer altura."
"DOTA_Custom_Game_Addon_Restricted"	"Não é possível realizar esta operação durante o modo restrito de ferramentas de criação."
"DOTA_Custom_Game_Search"	"Procurar modos customizados"
"DOTA_Custom_Lobby_Create_Button"	"Criar lobby"
"DOTA_Custom_Lobby_Settings_Title"	"Criar Lobby"
"DOTA_Custom_Lobby_Settings_Mode"	"Modo de Jogo"
"DOTA_Custom_Lobby_Settings_Map"	"Mapa"
"DOTA_Custom_Lobby_LobbyName"	"Descrição opcional"
"DOTA_Custom_Lobby_List_Desc"	"Uma lista de Lobbies Privados (protegidos por palavra-passe) e Modos Customizados ativos não filtrados"
"DOTA_Custom_Lobby_Public"	"Público"
"DOTA_Custom_Lobby_Passworded"	"Jogadores só podem entrar neste lobby por convite ou filtrando a lista por palavra-passe."
"DOTA_Custom_Lobby_Join_Failed_Title"	"Erro ao entrar"
"DOTA_Custom_Lobby_Join_Failed_Reason"	"{s:join_error}"
"DOTA_Custom_Lobby_Join_Failed_Prompt"	"Queres procurar um lobby aberto de {s:game_name} agora?"
"DOTA_Lobby_Failed_Pings"	"Erro ao obter informações de ping. Verifica se a tua ligação à internet está a funcionar e os servidores do Dota 2 estão online."
"DOTA_Custom_Lobby_Create_Private_Button"	"Criar lobby privado"
"DOTA_Custom_Lobby_Find_Private_Button"	"Lobby privado"
"DOTA_Custom_Lobby_Find_Private_Title"	"Procurar lobby privado"
"DOTA_Custom_Lobby_Find_Private_Desc"	"Introduz uma palavra-passe para encontrares um lobby privado:"
