"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Куартеро"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_1"		"Кое време Е? Дали само си въобразявам, че е три…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_2"		"Не, не… Точно така е. Три сутринта е."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_3"		"Е! Здравейте. С какво мога да Ви помогна?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_4"		"Ще бъда честен, смятах, че сме приключили тук. Дадох Ви всичките ми безценни артикули. Разказах Ви моята указана от проклятие предистория."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_5"		"Ах, ясно. Искате да видите тези рицарски ръкавици ей там. Drakon's Ire. Разбира се, че искате, те са безупречни."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_6"		"Те също са в стъклена витрина на дъното на тази купчина от куфари, които току-що опаковах."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_7"		"Е, нека просто разопаковаме ВСИЧКО тогава. Освен ако сте искали да се върнете… Не."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_8"		"Разбира се, че не. Точно така."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head__title_0"		"Drakon's Ire — шлем"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_0"		"^-1.5И така значи само рицарските ръкавици? Добре. Drakon's Ire — шлемът е най-добрата част от набора. Бих предпочел да не…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_1"		"Набор ли казах току-що? Проклятие."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_2"		"Добре де, да. Това е част от набор. Всъщност, най-добрият набор, който притежавам."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_3"		"^-2.0Ами просто… Е, той е много сходен с набора от артикули, който вече Ви дадох. В действителност се надявах да намеря РАЗЛИЧЕН герой, на когото да дам…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_4"		"Е, виждам какво имате предвид. Какво ще речете да ми върнете другото и…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_5"		"Правилно. Защо да не Ви дам ВСИЧКО… и НИЩИЧКО на никого другиго? Това също има смисъл."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_6"		"Предполагам."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_7"		"Хубави, нека да сваля тази кутия и… Не. Не там.  Може би този тежък сандък… Уфф! Не."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_8"		"Знаете ли какво ще Ви кажа. Защо просто да не разопаковам всичко."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-legs__title_0"		"Drakon's Ire — набедреници"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-legs_Quartero_0"		"Знаете ли, че бих могъл просто да откажа. Какво е най-лошото, което би могло да се случи?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-legs_Quartero_1"		"Всъщност, така и ЩЕ постъпя. Не."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-legs_Quartero_2"		"НЯМА да Ви дам това… АААААГГХ, КОСТНИЯ МИ МОЗЪК!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-legs_Quartero_3"		"Хубаво, хубаво, хубаво. Ето, вземете безценните набедреници, Ваши са."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-legs_Quartero_4"		"Надявам се, че оценявате тази малка вратичка, която открихте, както и двойните придобивки."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-shoulders__title_0"		"Drakon's Ire — нараменници"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-shoulders_Quartero_0"		"Нека да Ви кажа… НАПОМНЯТЕ ми за някого."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-shoulders_Quartero_1"		"Някой добър човечец? Не, герою. Някое истинско говно. Някой импулсивен."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-shoulders_Quartero_2"		"^-2.0Някой без чувство за благоприличие. Някой, склонен да събуди съвсем различен човек в три часа посред нощ, за да го одруса за някакъв глупав набор от нараменници."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-shoulders_Quartero_3"		"Взимам си думите обратно. Тези нараменници са изискани. Аз ги намерих, между другото. Ето."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-shoulders_Quartero_4"		"Както и да е, напомняте ми на… на…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-shoulders_Quartero_5"		"Е, ако трябва да бъда честен… Напомняте ми за мен самия."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-back__title_0"		"Drakon's Ire — флагове"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-back_Quartero_0"		"Напомняте ми за мен самия… Отпреди проклятието… В дните ми предхождащи го."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-back_Quartero_1"		"^-1.0Дори дните ми отпреди да стана интендант. Когато бях млад мошеник по подлите улици на Клад. О, а какви подли улици бяха, герою."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-back_Quartero_2"		"^-1.0Като за луксозен пристанищен град, имам предвид. Тогава магазинът, продаващ италиански сладолед затваряше в 17:00 часа и нещата можеха да станат неприятни."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-back_Quartero_3"		"Движех се с момчетата от Фенерната алея. Хич не ме притеснява да Ви спомена, че бяхме пъргави."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-back_Quartero_4"		"Свещници, колиета, табакери… Ако не беше заковано, го крадяхме. Ако БЕШЕ заковано, довеждахме Пийт Чука."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-back_Quartero_5"		"Ах! Ето на. Drakon's Ire флаговете. Бяха точно под всички онези тежки куфари, които бях опаковал. Винаги е на последното местенце, в което… някога бихте искали да помогнете."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-weapon__title_0"		"Drakon's Ire — пика"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-weapon_Quartero_0"		"Спипаха ме само веднъж. Обирах някаква къща толкова бързешком, че стъпих върху прекалено излъскан под и си треснах главата на декоративна камбанка."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-weapon_Quartero_1"		"Събудих цялата къща. Господарят дори обяви награда за мен. И знаете ли какво сторих?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-weapon_Quartero_2"		"ПАК нахлух в имението през три сутринта, така че да открадна и наградата!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-weapon_Quartero_3"		"^-2.0Някак като това, което Вие правите сега — вземате, вземате и вземате. От тази страна на тезгяха усещането е различно, но трябва да Ви кажа нещо, герою… Уважавам хъсът Ви."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-weapon_Quartero_4"		"Вземайте. Вземете всичко. Вземете Drakon's Ire — пиката. Не, настоявам."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-weapon_Quartero_5"		"До нови срещи… драги мой герою."
	"DOTA_VisualNovel_seasonal_winter_2025_Actor_Quartero"		"Куартеро"
	"DOTA_VisualNovel_seasonal_winter_2025_Heading_itemset-01"		"The Nether Beetle"
	"DOTA_VisualNovel_seasonal_winter_2025_Heading_itemset-02"		"The Molten Monarch"
	"DOTA_VisualNovel_seasonal_winter_2025_Heading_itemset-03"		"The Ember Enforcer"
	"DOTA_VisualNovel_seasonal_winter_2025_Heading_itemset-04"		"The Gilded Tyrant"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01__title_0"		"Nether Grubs"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_0"		"Герою! ВЪРНАХТЕ се! И изглеждате УЖАСНО! [смеейки се] Ах, перфектно!"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_1"		"Виж тези парцали, които носите! Елате, елате, ВЛИЗАЙТЕ!"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_2"		"Обзалагам се, че търсите свежа партида от уникалните набори с артикули на стария Куартеро. Е… имате… късмет!"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_3"		"Същите условия като последния път, разбира се, помните трагичната ми предистория."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_4"		"Онази… която прекарах цял ден, докато Ви я разказвах. Да? …Не."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_5"		"Е, предполагам, че е било МНОЖКО за усвояване."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_6"		"Накратко казано… Прокълнат съм да раздавам безплатно набори с артикули, инак ще умра."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_7"		"Болезнено."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_8"		"Аа, виждам, че сте хвърлили око на обяда ми. Е, не е нужно да го ям, ако го искате за Ward."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_9"		"Ваша загуба, обаче. В смисъл, аз съм козел, бих изял всичко, но все пак."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm01_Quartero_10"		"[дъвчейки] Има… сладникава черупка, няколко хрупкави части… някаква метална нотка, струва ми се? Определено шунка. Има много неща тук."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02__title_0"		"Nether Horn"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_0"		"Ето, защо не пробваме този Nether Horn?"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_1"		"Да, да, ДА. Доста луксозно, нали така?"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_2"		"Успях да се докопам до този мъничък гвоздей на програмата в едно малко високопланинско селце. Управлявано от ПАЯК, ако щете вярвайте."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_3"		"Не става дума за някакво малко паяче… Не, това би било нелепо."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_4"		"Не, не… Беше голям паяк, с кралска корона на главата си."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_5"		"И както съм сигурен, че можете да се досетите, има приключенска история относно това как се сдобих с него."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_6"		"Заклех се да го пазя в тайна, разбира се."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_7"		"Но ако съм научил нещо за Вас, то е, че изобщо не ме слушате в момента, така че ето на."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm02_Quartero_8"		"Имало едно време…"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm03__title_0"		"Nether Shell"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm03_Quartero_0"		"Имало едно време… Случката, в която Ви дадох това безплатно наметало — Nether Shell! Нявга притежавано от… Краля на паяците!"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm03_Quartero_1"		"Дали този паяк е преодолял всички премеждия и е станал крал? Що вдъхновяваща история би била ТОВА, а."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm03_Quartero_2"		"Но не. Тази история е относно един мързелив крал, който се ПРЕВЪРНАЛ в паяк."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm03_Quartero_3"		"Как ли? Е, някои от селските жители твърдят, че кралят бил УХАПАН от паяк."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm03_Quartero_4"		"Други пък твърдят, че е бил ухапан от вещица и ТОВА го е превърнало в паяк… Та тогава аз запитах, дали е била ПАЯКОВА вещица?"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm03_Quartero_5"		"А те казаха „Не, просто обикновена вещица“. Тогава отвърнах, че в това няма много смисъл, а те казаха, че това било забавно… Защото не знаели, че съм бил експерт по вещиците. Та си помислих, :hero_magnus::hero_abaddon::hero_marci::hero_invoker::hero_hero_centaur::hero_alchemist::hero_techies::hero_ancient_apparition: му гадна, ще трябва да се сражавам с всички тия хора."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm03_Quartero_6"		"А тогава водачът каза, „Когато някоя вещица те превърне в жаба, това прави ли я ЖАБЕШКА вещица?“ И честно казано, това ми помогна да стигна до правилния извод. Личеше си, че са вложили… много мисъл в тая работа."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm04__title_0"		"Nether Bracers"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm04_Quartero_0"		"Ах. Nether Bracers! Вижте майсторската изработка на тези шипове. Това е истинска челюст от бръмбар. Разбира се по начина, по който улавя светлината. [подсвирва] Вижте това блещукане."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm04_Quartero_1"		"Все тая, докато бягах от селяните, познайте на кого се натъкнах? На краля!"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm04_Quartero_2"		"Та си помислих, защо просто да не го попитам как е станал паяк и чуй това… Той не бил УХАПАН от вещица, а просто ПРОКЪЛНАТ."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm04_Quartero_3"		"И тъй. Мистерията е разгадана, но също така на кого ли му пука. Защото СМИСЪЛЪТ е следния… Оказа се, че разполагаше с ИМАНЕ ОТ БРОНИ."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm04_Quartero_4"		"Този крал обичаше броните. МНОГО. Бил похарчил всяка жълтица в кралството за разорително скъпи набори от предмети. А сега, благодарение на проклятието от вещицата, не можеше да носи НИКОЯ от тях."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm04_Quartero_5"		"А старата Ви дружка Куартеро размишляваше колко е трагично това."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm04_Quartero_6"		"Но също така, че нямам… нищо против… да се самообслужа."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05__title_0"		"Nether Wand 1"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05_Quartero_0"		"Ето, замахнете с този Nether Wand. Да. Усещате ли баланса? Това е истинска напречно зърнеста черупкова стомана."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05_Quartero_1"		"Както и да е, той каза, че мога да взема целия набор и дори щял ми даде двете Nether Wands. Трябвало само да отида на приключение до Фонтана на Бабрасба и да му намеря някакъв магически еликсир. Звучеше достатъчно лесно…"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05_Quartero_2"		"… а след това той извади картата."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05_Quartero_3"		"Фонтанът беше в някаква гробница. Насред канибалска джунгла. На някаква забравена от бога адска дупка, наречена Змийски остров, и… Не. Абсолютно не."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05_Quartero_4"		"Вижте тези ръце, герою. Вижте тези меки, мекички ръце. Аз не се занимавам с гробници в джунглата."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05_Quartero_5"		"Не герою, имах по-добър план. Вещицата, която го беше проклела, живееше на пет минути от замъка. Нявга виждали ли сте вещица?"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05_Quartero_6"		"Те са на по двеста години и са направени от балзова дървесина. Смятах просто да отида да намеря тази вещица…"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm05_Quartero_7"		"И щях да я фрасна толкова силно, че тя щеше да умре."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06__title_0"		"Nether Wand 2"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06_Quartero_0"		"А ето го и другия Nether Wand. Радвам се, че вземате и двете, не бих искал да развалям набора."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06_Quartero_1"		"Нито пък вече е лесно да се изнесат потайно от Закопаните кралства. Не откакто… Е… Това е друга история."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06_Quartero_2"		"Като говорим за истории, до къде бях стигнал? Ах, да. Намирам вещицата, фрасвам я и вдигам проклятието."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06_Quartero_3"		"Поне такъв беше планът. Случи се така, че тя не ме пусна в нейната къщурка."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06_Quartero_4"		"И тъй. Това, което сторих беше…"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06_Quartero_5"		"Хм. Нека бъда внимателен с тая работа. Аз… се върнах… ОБРАТНО в селцето и купих няколко халби със светло пиво от странноприемницата за многото присъстващи свидетели."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06_Quartero_6"		"Да. И ДОКАТО бях там… няма да повярвате… някой изгори къщата ѝ из основи."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set01_itm06_Quartero_7"		"Вдигна проклятието незабавно."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01__title_0"		"Molten Maw"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01_Quartero_0"		"Ах, Molten Maw. Ето, наведе се напред, нека да Ви го сложа."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01_Quartero_1"		"Уффх! Че е ТЕЖКО!"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01_Quartero_2"		"Какво е усещането? Виждате ли ме през очните отвори?"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01_Quartero_3"		"Между другото, НАИСТИНА изглеждате злобно. Не мога да разбера каква физиономия правиш отдолу, но оттук изглеждаш ужасяващо."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01_Quartero_4"		"Също така, от правна гледна точка, струва ми се, че трябва да бъда много, много ясен относно последната част, която Ви разказах за къщата на вещицата, която изгоря до основи, докато аз бях някъде другаде с безчет свидетели."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01_Quartero_5"		"Не мисля, че вещицата е МЪРТВА. [смеейки се] Неее, герою. Шегувате ли се? Това би било… убийство."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01_Quartero_6"		"Не, мисля, че е премахнала проклятието, преместила се е в друг град и си е сменила името."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm01_Quartero_7"		"Всъщност почти е сигурно, че точно това се е случило. Всъщност, точно това казах на началниците в полицията."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm02__title_0"		"Molten Maulers"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm02_Quartero_0"		"Както и да е, върнах се при краля и той отново беше човек! Също така беше мъртъв."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm02_Quartero_1"		"Предполагам, че това, което се е случило, е следното… Той е притичал направо към оръжейната си и е започнал да изпробва всички свои скъпоценни брони, доспехи… И предполагам, че вещицата е ОЖИВЯЛА за кратко, преди отново да умре… Защото той внезапно пак се е превърнал в паяк, а после отново в човек."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm02_Quartero_2"		"И ако внезапно преминете от тяло с ЧОВЕШКА форма в такова с ПАЯКОВА, а след това обратно в тяло на ЧОВЕК, докато все още сте в стоманена броня… Е, ще Ви спестя подробностите."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm02_Quartero_3"		"Той умрял незабавно."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm02_Quartero_4"		"Но ако ИСКАТЕ подробностите, те са, че всички прешлени в гръбначния му стълб са се експлодирали, докато органите му са били избутани в гърлената му кухина. И тъй, той се е задушил до смърт, докато гърбът му е експлодирал."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm02_Quartero_5"		"И, честно казано, това отнело изненадващо много време. Поне няколко минути."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm02_Quartero_6"		"Оо. Също така, по-рано… Казах ли, че вещицата се ВЪРНАЛА от МЪРТВИТЕ? [нервен кикот] Това, което очевидно имах предвид… беше, че… изглеждате фантастично в тези Molten Maulers."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03__title_0"		"Molten Mantle"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_0"		"Във всеки случай, мога да докладвам, че за разлика от вещицата, която, предполагам, се е уединила щастливо нейде, кралят беше мъртъв."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_1"		"Успях да откопча по-голямата част от него от тази Molten Mantle. Нека да я сложим на Вас, хм?"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_2"		"Уффх! Ето на! Екстра палто без ръкави."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_3"		"Възможно е все още да има няколко късчета, които се размотават там… Можете да ги запазите, ако намерите някакви. Селяните и аз намерихме достатъчно от него, за да го погребем."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_4"		"Мисълта ми е, че накрая технически кралят беше 100% освободен от проклятието и сделката си е сделка."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_5"		"Ето защо моя милост наистина се самообслужи, според споразумението, вземайки всеки един набор с артикули по мой избор."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_6"		"Естествено, избрах набора Nether Beetle. Но след това също ми хареса как изглеждаше и наборът Molten Monarch… Така че реших, защо да не взема И ДВАТА, защото сега Вие можете да ги пробвате, а аз ще върна онзи, който не Ви хареса?"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_7"		"И ТОВА ми даде друга идея, а именно защо да не открадна ВСИЧКО… И тъкмо разбивах стъклената витрина на трети набор, когато изникнаха няколко пазачи."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_8"		"Сега, обзалагам се, че се чудите… В началото казах, че тази история имала ЩАСТЛИВ край. А въпреки това ето ни в края на разказа и целият актьорски състав е мъртъв или изчезнал."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set02_itm03_Quartero_9"		"Ах! Но ВИЕ разполагате с два безценни набора от артикули. А след това сте живели прекрасно в тях… Ето това е краят на историята."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm01__title_0"		"Ember Enforcer — грива"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm01_Quartero_0"		"Ах, Ember Enforcer! Хайде, пробвайте го!"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm01_Quartero_1"		"Знам, че изглежда сякаш е в пламъци. Това е така, защото гори."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm01_Quartero_2"		"Но по-голямата част от топлината се излъчва навън, така че щом го сложите, изгарянията би трябвало да са дотам."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm01_Quartero_3"		"Зад този набор от артикули има забавна история. Всъщност го получих, докато се опитвах да се докопам до друг набор в Ултимирския университет."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm01_Quartero_4"		"Опитах се да се промъкна в университета, преоблечен като професор. „Добре дошли в класа! Вие там! Прочетете тази книга! Добре!“ и тъй нататък."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm01_Quartero_5"		"Не бях разчитал на това, че Gem of True Sight съдеше всяко сърце в стаята дори за проблясък на злонамереност."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm01_Quartero_6"		"Е, сърцето ми трябва е проблясвало като дявол с калпави намерения, защото се озовах в университетската тъмница, преди да успея да грабна дори едничък сабатон."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02__title_0"		"Ember Enforcer — броня"
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_0"		"Нека да Ви сложим тази броня."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_1"		"Уффх! Че е тежка."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_2"		"Сигурно се изпичате като патица там вътре. Е, ако стане твърде горещо, просто помахайте."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_3"		"Все тая, затвор. Не ми пукаше за него."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_4"		"Не харесвах килията. Не харесвах плъховете или пък леглото… Нито тоалетната до леглото."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_5"		"Но най-вече не харесвах Додрик. Той беше тъмничарят."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_6"		"В смисъл, разбирам, затвор е. Куартеро не е направен от разтопени дъвчащи бонбони. Но, имам предвид… едно просто ОДЕЯЛО, което да ме топли през нощта."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_7"		"Имах едничко, да, но две щяха да са още по-уютни, а имаше цяла купчина от тях в дрешника."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_8"		"Или храната… О, герою. Купата с овесена каша е буквално вода и натрошено жито. На затвора съществено нямаше да му коства нищо, ако възприеме политика на бездънни купи."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm02_Quartero_9"		"Сякаш Додрик се престараваше да направи затвора възможно най-неприятен."
	"DOTA_VisualNovel_seasonal_winter_2025_Dialogue_q02_set03_itm03__title_0"		"Ember Enforcer — клеймо"
