"lang"
{ 
	"Language" "turkish" 
	"Tokens" 
	{

//INTRODUCTORY LOADSCREEN TIPS		(0 to 25 games played)
		"dota_tip_intermediate_64"			"Destek olarak oynamayı öğrenmek sizi daha iyi bir sırtlayıcı oyuncusu yapacaktır. Sırtlayıcı olarak oynamayı öğrenmek sizi daha iyi bir destek oyuncusu yapacaktır."
		"dota_tip_intermediate_65"			"Tarama, hedeflenen konumdaki düşman kahramanları kısa süreliğine belli eder."
		"dota_tip_intermediate_66"			"Bir dostu Mango ile beslemek için Mango üzerine CTRL+sol tık yapın ve dostun üzerine tıklayın."
	 	"dota_tip_intermediate_67"			"Eğer Divine Rapier düşer ve bir düşman kahraman tarafından alınmazsa, dostlar alabilir ancak bu eşyayı yine ilk sahibi kullanabilir. Düşman tarafından alındığındaysa herkes tarafından kullanılabilir."
		"dota_tip_intermediate_71"			"Başka bir kahramanın yakın zamanda ışınlandığı bir alana ışınlanmak için Town Portal Scroll kullanıldığında, kullanma süresi uzar."
		"dota_tip_intermediate_72"			"Takımınızdaki bir oyuncuda bir Urn of Shadows veya Vladmir's Offering var mı? Tüm takıma etki edecek eşyalar satın almak daha etkili olabilir."
		"dota_tip_intermediate_73"			"Tangolar bir Iron Branch ile oluşturulmuş ağaç üzerinde kullanıldığında iki kat daha etkilidir."
		"dota_tip_intermediate_74"			"Boots of Travel tarafından yükseltilmiş Town Portal Scroll'lar, hedeflenen birim yönlendirme esnasında öldüğünde iptal olur."
		"dota_tip_intermediate_75"			"Tarafsız bir kampı istifledikten sonra o kamp dostlar tarafında öldürülürse ödülün belirli bir yüzdesini alırsınız."
		"dota_tip_intermediate_76"			"Üçüncü ölümden itibaren Roshan, Radiant tarafında Refresher Shard ve Dire tarafına Aghanim's Blessing düşürür."
		"dota_tip_intermediate_77"			"Aghanim's Shard, bir eşya yuvası harcamadan kahramanınızın yeteneklerini doğrudan yükseltir."
		"dota_tip_intermediate_78"			"Aghanim's Shard oyunun dakikası 15 olana dek satın alınamaz."
		"dota_tip_intermediate_79"			"Kuvvetlendirme Kalkanı'ın dolum süresi, her seviyenin ilk kulesi düştüğünde yenilenir (seviye 4 hariç)."

//ADVANCED LOADSCREEN TIPS		(150+ games played)
		"dota_tip_advanced_1"				"Pasif altın ve ödül rünleri güvenilir altındır. Diğer tüm kazançlar ölünce kaybedilebilen güvenilmez altındır."
		"dota_tip_advanced_2"				"Takımınızın güvenli kulvarına en yakın olan tarafsız yaratık kamplarındaki yaratıkları kulvara çekebilirsiniz."
		"dota_tip_advanced_3"				"Birkaç eşya üzerine sağ tıklayıp \"Parçala\" seçeneği seçilerek parçalarına ayrıştırılabilir. Bu bileşenleri yeni eşyalar yaratmak için yeniden kullanın!"
		"dota_tip_advanced_4"				"Kontrolünüz altındaki farklı birim gruplarına komut vermek için kontrol gruplarını kullanın. Kontrol grubu oluşturmak için bir birim veya birkaç birim seçip CTRL tuşuna basılı tutun ve bir sayıya basın. Atadığınız sayıya basarak istediğiniz kontrol grubunu seçin."
		"dota_tip_advanced_5"				"Ölmek üzereyken \"Hızlı Satın Alma\" tuşuna basarak kaybetmeden önce altınlarınızı harcayın!"
		"dota_tip_advanced_6"				"Power Treads'in ana özelliğini zekâya çevirmek biraz fazladan mana sağlayabilir."
		"dota_tip_advanced_7"				"Armlet of Mordiggian'a sahipseniz, Şeytani Kuvvet'i açarak canınızı geçici olarak artırabilirsiniz. Şeytani Kuvvet'i kapatmak eklenen canı kaldırır, en az 1 can kalabilir."
		"dota_tip_advanced_8"				"Desolator ile saldırıldığında, ilk saldırı dahi hedefin zırhını azaltarak hasarı uygular."
		"dota_tip_advanced_9"				"Manta Style'ı etkinleştirmek bazı güçsüzleştirmeleri kaldırır ve size doğru gelmekte olan bazı yeteneklerin ıskalamasını sağlar."
		"dota_tip_advanced_10"				"Anında canlanma kullanıldıktan sonra bir sonraki ölüme 25 saniye ekler."
		"dota_tip_advanced_11"				"Cheese ve Refresher Shard 500 altına satılabilir."
		"dota_tip_advanced_17"				"Eğer aynı etkiye sahip birden çok aura alanı içindeyseniz bunlardan sadece en güçlü olanı aktif olur."
		"dota_tip_advanced_18"				"Eğer ölmek üzere olduğunuzu biliyorsanız, tarafsız yaratık kamplarına ya da Roshan'a girin ve sizi öldürmelerini sağlayın. Bu düşman takımın altın ve tecrübe puanı kazanmasını engeller."
		"dota_tip_advanced_19"				"Yakın dövüş kışlaları kendilerini saniyede 5 sağlık puanı kadar onarır. Menzilli kışlalarsa kendilerini onaramaz."
		"dota_tip_advanced_23"				"Town Portal Scroll veya herhangi bir yönlendirmeli büyü kullanılırken Shadow Blade'i kullanabilirsiniz."
		"dota_tip_advanced_24"				"Power Treads'i iyileşirken çeviklik olarak değiştirmek sağlık ve mananızın biraz daha hızlı yenilenmesini sağlar. Eski hâline döndürmeyi unutmayın!"
		"dota_tip_advanced_25"				"Aegis of the Immortal saldırıya uğrayabilir ve reddedilebilir."
		"dota_tip_advanced_26"				"İllüzyonlar asıl kahramandaki auraları etrafındaki birimlerle paylaşır."
		"dota_tip_advanced_28"				"Bir Kadim'in yanındaki kulelere hasar vermek için düşman takımın kışlalarını yıkmaya gerek yoktur. Kışlaları yok etmek isteğe bağlıdır."
		"dota_tip_advanced_30"				"Dust of Appearance'ın etkileri etkisizleştirilebilir ancak bölgeye yeniden girecek birim tekrar Dust of Appearance'ın etkilerine maruz kalır."
		"dota_tip_advanced_31"				"Rünler saldırıya uğrayabilir ve reddedilebilir."
		"dota_tip_advanced_32"				"Saçma hasarı fiziksel hasar verir ve zırh ile azaltılabilir."
		"dota_tip_advanced_33"				"Birinci seviye kulelerde arka kapı koruması yoktur."
		"dota_tip_advanced_34"				"Seviye 2 kulelerinin arka kapı koruması, yakınlarda bir düşman kulvar yaratığı varsa devre dışı kalır. Her seviye 2 kulenin arka kapı koruması diğerlerinden bağımsızdır."
		"dota_tip_advanced_35"				"Tüm seviye 3 ve 4 kuleler, kışlalar ve Kadim Kale ortak bir arka kapı korumasına sahiptir ve bir düşman kulvar yaratığı üssünüze yaklaştığında devre dışı kalır."
		"dota_tip_advanced_36"				"Arka kapı koruması, alandaki tüm yaratıklar öldürüldükten sonra bile kısa bir süre daha devre dışı kalır."
		"dota_tip_advanced_37"				"Blade Mail aynı hasar türünü saldırana yansıtır."
		"dota_tip_advanced_39"				"Eye of Skadi güçsüzleştirme bağışıklığını deler ve etkisi geçirilemez."
		"dota_tip_advanced_40"				"Daima bir Town Portal Scroll taşımayı unutmayın."
		"dota_tip_advanced_42"				"Yakınlarda birden fazla birim olduğunda bazı tarafsız yaratıklar yeteneklerini kullanır."
		"dota_tip_advanced_43"				"Kadim yaratıkların yüksek büyü direnci vardır. Bu yaratıkları büyüyle öldürmeye çalışmak, diğer tarafsız yaratıkları büyüyle öldürmeye çalışmaya kıyasla çok daha uzun sürecektir."
		"dota_tip_advanced_44"				"Normal saldırılarda, saldırı gerçekleşme anından önce oynatılan gerilme hareketi animasyonu vardır. Bu esnada verilecek herhangi bir emir bu gerilme hareketini iptal edecektir, ayrıca bu, bir hedefi kovalamayı daha çabuk bir hâle getirmek için de kullanılabilir."
		"dota_tip_advanced_45"				"Düşman kahraman, ancak sizi büyü yaparken görürse Magic Wand şarjı kazanır. Bunu düşman gözlerini bulmak için kullanabilirsiniz."
		"dota_tip_advanced_46"				"Shiva's Guard kullanıldığında, kullananın etrafındaki 800 birimlik bölge için uçuş görüşü verir ve bu görüş tepeleri ya da önünde engel olan yerleri görmek için kullanılabilir."
		"dota_tip_advanced_48"				"Bir kahramana yakın dövüş yaratıklardan 500 ya da daha fazla birim uzaktayken saldırırsanız yaratıklar size saldırmayacaktır."
		

//HERO-SPECIFIC TIPS (see them if the hero is in the game)
		"dota_tip_hero_abaddon_1"			"Abaddon'ın Borrowed Time yeteneğini, Abaddon Break etkisi altında olsa bile etkinleştirebilirsiniz."
		"dota_tip_hero_abaddon_2"			"Abaddon'un Aphotic Shield yeteneği, ne kadar hasar emdiğine bakmaksızın, süresi dolduğunda koruduğu dostunun etrafındaki bir alanda her zaman tam hasar verir."
		"dota_tip_hero_abaddon_3"			"Abaddon Aphotic Shield yeteneğini dostlarının üzerindeki çoğu olumsuz zayıflatmayı ve sersemletmeyi kaldırmak için kullanabilir."
		"dota_tip_hero_abaddon_4"			"Abaddon'ın Curse of Avernus yeteneği yapılara işler ve bu özelliği onu kuşatmalarda epey etkili yapar."
		"dota_tip_hero_abaddon_5"			"Abaddon'ın Borrowed Time yeteneği, Abaddon sersemken ya da uyurken bile kullanılabilir. Bu yetenek birçok olumsuz güçsüzleştirmeyi kaldırır."
		"dota_tip_hero_abaddon_6"			"Aldığı hasar onu gerekli hasar eşiğinin altına inmeden doğrudan öldürürse Abaddon, Borrowed Time yeteneğinin otomatik olarak etkinleşmesinden önce ölebilir."
		"dota_tip_hero_abaddon_7"			"Eul's Scepter gibi düşük hasarlı sersemletmeler veya devre dışı bırakmalar kullanmak, Abaddon'un Borrowed Time boyunca hasar almasını engellemenin etkili bir yoludur."
		"dota_tip_hero_abaddon_8"			"Abaddon'ın Aphotic Shield yeteneği Abaddon'ın görmediği birimlere hasar vermez. Hasardan kaçınmak için savaş sisinden ya da görünmezlikten faydalanılabilir."

		"dota_tip_hero_abyssal_underlord_1"	"Underlord'un Firestorm yeteneği kurbanının azami canının yüzdelik bir bölümünü her dalgada büyü hasarıyla azaltır. Yüksek sağlığa sahip kahramanlara karşı oldukça etkilidir."

		"dota_tip_hero_alchemist_1"			"Alchemist'ın Greevil's Greed ile kazandığı altınlar güvenilmez altınlardır."
		"dota_tip_hero_alchemist_2"			"Alchemist'in Acid Spray yeteneği fiziksel hasar verir ve zırh azaltır; bu da bu yeteneği Kadim tarafsız yaratıkları ya da Roshan'ı öldürmede oldukça etkili bir araç yapar."
		"dota_tip_hero_alchemist_3"			"Manta Style veya Eul's Scepter eşyaları doğru zamanda kullanıldığı takdirde, düşman Alchemist de dâhil olmak üzere, Alchemist'in sersemletici Unstable Concoction yeteneğinden kaçılabilir."
		"dota_tip_hero_alchemist_4"			"Unstable Concoction yeteneği tam potansiyeline ulaştığında Alchemist susturulursa veya yakınlarında hedef alabileceği bir düşman kahraman olmazsa, Alchemist'in sersemletirr ve düşman saldırılarına karşı savunmasız kalır."
		"dota_tip_hero_alchemist_5"			"Alchemist'in Greevil's Greed yeteneğinden gelen ödül rünü bonusu sadece Alchemist için geçerlidir. Rünü kimin aldığı önemli değildir."
		"dota_tip_hero_alchemist_6"			"Alchemist'in Chemical Rage yeteneği ona aşırı sağlık yenilenmesi bonusu verir. Bu sağlık yenilenmesi Spirit Vessel, Orb of Corrosion, Shiva's Guard, Eye of Skadi veya Ancient Apparition'ın Ice Blast yeteneğiyle azaltılabilir."


		"dota_tip_hero_ancient_apparition_1" "Ancient Apparition'ın Ice Blast yeteneği etkilenen birimlerin sağlık yenilemelerini engeller. Eğer birimin sağlığı kritik eşiğin altına düşerse, birim ölür."

		"dota_tip_hero_arc_warden_1"		"Arc Warden'ın sarı Magnetic Field yeteneğinin alanı içinde bulunan dostlarına kule de dâhil olmak üzere, alanın dışından gelen saldırılara karşı savuşturma verir. Tempest Double'ın mavi Magnetic Field yeteneğiyse böyle bir koruma sunmaz."
		"dota_tip_hero_arc_warden_2"		"Arc Warden'ın sarı Magnetic Field yeteneğinin alanı içinde yer alan dost binalar da bu alanın dışından gelen saldırılara karşı kaçınma kazanır."
		"dota_tip_hero_arc_warden_4"		"Arc Warden'ın Flux yeteneğinden gelen hasardan kaçınmak için diğer dost birimlere yakın durulabilir ancak yavaşlatma etkisi devam eder."

		"dota_tip_hero_axe_1"				"Axe'ın Battle Hunger yeteneği bir birime son vuruş yapılarak veya herhangi bir birim reddedilerek etkisizleştirilebilir."
		"dota_tip_hero_axe_2"				"Axe'ın Berserker's Call yeteneği güçsüzleştirme bağışıklığını deler ve onu Black King Bar'a sahip düşmanlarına karşı etkili kılar."
		"dota_tip_hero_axe_4"				"Battle Hunger, düşmanları yalnızca Axe ile karşı karşıya olmadıklarında yavaşlatır."
		"dota_tip_hero_axe_5"				"Axe'ın illüzyon rünü, Manta Style ve benzeri şekilde oluşturduğu illüzyonlarda Counter Helix yeteneği tam kuvvetiyle çalışmaktadır."
		"dota_tip_hero_axe_6"				"Axe'sın Culling Blade yeteneği birimi, Dazzle'ın Shallow Grave veya Oracle'ın False Promise yeteneğiyle etkilense dahi öldürür ancak Linken's Sphere'den geçemez."
		"dota_tip_hero_axe_7"				"Axe'in Culling Blade yeteneği kurye öldürmek için kullanılabilir."

		"dota_tip_hero_bane_1"				"Bane'in Nightmare yeteneği tarafından etkilenen bir dost birime saldırı yapmak Nightmare'i ondan kurtarıp size aktaracaktır."
		"dota_tip_hero_bane_2"				"Bane, kendisi Nightmare yeteneğinin etkisi altındayken bile Nightmare yeteneğini istediği an iptal edebilir ancak susturulmuşsa bunu yapamaz."
		"dota_tip_hero_bane_3"				"Bane'in Nightmare yeteneği hedefine kısa süreli dokunulmazlık verir ve bu sebeple bu yetenek dostlara gelecek hasarı azaltmak için kullanılabilir."
		"dota_tip_hero_bane_4"				"Bane'in birçok tek hedefli yeteneği olduğundan ona karşı Linken's Sphere ve Lotus Orb kullanmak oldukça etkili olacaktır."

		"dota_tip_hero_batrider_1"			"Batrider'ın Sticky Napalm yeteneği kurbana Batrider saldırdığında fazladan büyü hasarı verir. Sticky Napalm hedefe başka birimler saldırdığında tetiklenmez."

		"dota_tip_hero_beastmaster_1"		"Beastmaster'ın Primal Roar yeteneği güçsüzleştirme bağışıklığına sahip bütün hedefleri sersemletir."
		"dota_tip_hero_beastmaster_2"		"Beastmaster'ın Wild Axes yeteneği ağaçları keserek düşmanları açığa çıkarmak için kullanılabilir."
		"dota_tip_hero_beastmaster_3"		"Beastmaster'ın Inner Beast yeteneği hem dost kahramanları hem de yaratıklarını ve çağırdığı birimleri etkiler. Helm of the Dominator ile oluşturulan birimler bu auradan oldukça faydalanır."
		"dota_tip_hero_beastmaster_4"		"Linken's Sphere, Beastmaster'ın Primal Roar yeteneğinin birincil hedefine olan etkisini tamamen engeller."
		"dota_tip_hero_beastmaster_5"		"Beastmaster'ın Call of the Wild yaratıkları, keşfetmek ve düşman kahramanlarını rahatsız etmek için kullanılabilir. Ancak bu yaratıklar öldürülürlerse büyük miktarda altın ve tecrübe verirler."
		"dota_tip_hero_beastmaster_6"		"Aeon Disk veya Abaddon'un Aphotic Shield yeteneği gibi bir güçlü etkisizleştirme, Beastmaster'ın Primal Roar sersemletmesini kaldırabilir."

		"dota_tip_hero_bloodseeker_1"		"Bloodseeker'ın Rupture'ı tarafından etkilendiğinizde daha fazla hasar almadan bir Town Portal Scroll kullanmanız mümkündür."
		"dota_tip_hero_bloodseeker_2"		"Canınız azaldığında dikkatli olun. Thirst yeteneği Bloodseeker'a canları %25'in altında olan düşman üzerinde görüş ve gerçek görüş verir."
		"dota_tip_hero_bloodseeker_4"		"Bloodseeker'ın Bloodrage yeteneği büyü artırımı ve fazladan saldırı hızı sağlar. Dostlar üzerinde kullanıldığında fazladan saldırı hızı miktarının yarısını verir."
		"dota_tip_hero_bloodseeker_5"		"Linken's Sphere, Bloodseeker'ın Rupture yeteneğini engeller. Bloodseeker'a karşı mücadele veren bazı kahramanlar için gerekli bir yatırım olabilir."
		"dota_tip_hero_bloodseeker_6"		"Bloodseeker'ın Bloodrage yeteneği Magic Stick veya Magic Wand'ın şarjlarını artırabilir ki bu da oyunun kulvar aşaması esnasında Bloodseeker'a karşı oldukça etkili olabilir."
		"dota_tip_hero_bloodseeker_7"		"Bloodseeker'ın Thirst yeteneği ona, 550 olan hareket hızı sınırını aşma imkânı tanır."
		"dota_tip_hero_bloodseeker_8"		"Yeteri kadar SP'niz varsa, Blade Mail kullanarak Bloodseeker'ın Rupture yeteneğini ona karşı kullanabilirsiniz."

		"dota_tip_hero_bounty_hunter_1"		"Dostlar, Bounty Hunter'ın Track yeteneğinden gelen fazladan altını yalnızca ölen kurbanın 1200 birim yakınında ise alabilir. Bounty Hunter'ın kendisi Track'ten gelen fazladan altını almak için bir mesafe sınırlamasına sahip değildir ve ölmüş olsa bile Track'ten gelen fazladan altını kazanır."
		"dota_tip_hero_bounty_hunter_2"		"Track güçsüzleştirmesi simgesine ALT + sol tıklama yapıldığında hedefin sahip olduğu altın duyurulur."

		"dota_tip_hero_brewmaster_1"		"Brewmaster'ın Primal Split yeteneği sona erdiğinde, Brewmaster ilk yaşayan Brewling'in yanında belirir. Belirme sırası: Earth, Storm, Fire, Void."
		"dota_tip_hero_brewmaster_4"		"Primal Split esnasında Brewmaster'ın taşıdığı tüm auralar ilk yaşayan Brewling'i takip eder. Takip sırası: Earth, Storm, Fire, Void."
		"dota_tip_hero_brewmaster_6"		"Brewmaster'ın Storm Brewling'i kendi Cyclone'unu iptal etmek için Dispel Magic kullanabilir."

		"dota_tip_hero_bristleback_1"		"Bristleback, Break ile etkilendiğinde Bristleback yeteneği devre dışı kalır ve hayatta kalabilirliği büyük ölçüde azalır."
		"dota_tip_hero_bristleback_3"		"Bristleback, Viscous Nasal Goo yeteneğini düşmanları üzerinde birden fazla kez kullanabilir. Bu şekilde düşmanlarının zırhını ve hareket hızını büyük oranda azaltabilir, ayrıca Roshan'a saldırmak için de oldukça etkilidir."
		"dota_tip_hero_bristleback_4"		"Bristleback'in sürekli Quill Spray kullanmasını önlemek, örneğin bir susturma ile, verebileceği hasarı büyük oranda düşürecektir."
		"dota_tip_hero_bristleback_5"		"Bristleback'in yeteneklerinin Warpath'ı tetiklemesi için düşman birimlere vurmasına gerek yoktur."
		"dota_tip_hero_bristleback_6"		"Bristleback'in Quill Spray hasarı fizikseldir ve zırh ile azaltılabilir."
		"dota_tip_hero_bristleback_7"		"Bristleback çok fazla büyü kullanmaya bayılır, bu yüzden bir Magic Stick veya Magic Wand ona karşı kullanıldığında epey etkilidir."

		"dota_tip_hero_broodmother_1"		"Broodmother'ın Spiderling'lerinin saldırıları, hedeflenen birimlerin öldükten hemen sonra bir Spiderite çıkarmasına neden olur."

		"dota_tip_hero_centaur_1"			"Centaur Warrunner'ın Retaliate yeteneği gelen saldırıları fiziksel hasar olarak yansıtır. Kuleden gelen saldırıları da yansıtır."
		"dota_tip_hero_centaur_2"			"Centaur Warruner'ın Double Edge yeteneği büyü hasarı verir bu hasar, karşıdaki Centaur Warruner tarafından ve diğer düşman kahramanlar tarafından büyü direnciyle azaltılabilir."
		"dota_tip_hero_centaur_3"			"Centaur Warrunner'ın Stampede yeteneği küreseldir, yani dostlarına çok uzaktayken bile onlara etki eder. Bu yetenek dostlarının saldırılarına ya da kaçmalarına yardım etmek için kullanılabilir."
		"dota_tip_hero_centaur_4"			"Stampede esnasında kaçmaya çalışan Centaur Warrunner'ın dostlarını durdurmak için Rod of Atos veya Eul's Scepter kullanılabilir."
		"dota_tip_hero_centaur_5"			"Centaur Warrunner oldukça fazla sağlığa sahiptir. Bu yüzden Lifestealer'ın Feast yeteneği ya da Necrophos'un Heartstopper Aura yeteneği gibi rakibe sahip olduğu sağlık miktarına oranla hasar veren yetenekler Centaur Warrunner'a karşı oldukça etkili olacaktır."

		"dota_tip_hero_chaos_knight_1" 		"Chaos Knight'ın Phantasm yeteneği onu bir süreliğine dokunulmaz yaparak üzerine doğru gelen saldırılardan ve devre dışı bırakmalardan kaçınmasına olanak tanır."
		"dota_tip_hero_chaos_knight_2"		"Chaos Knight'ın Chaos Bolt yeteneği oldukça yavaş ilerler, ayrıca tam zamanında kullanılacak bir Blink ya da Eul's Scepter of Divinity ile bundan komple kaçınılabilir."
		"dota_tip_hero_chaos_knight_3"		"Phantasm kullanmadan önce Armlet of Mordiggian etkinleştirilirse Chaos Knight'ın kopyaları fazladan hasara ve sağlığa sahip olur."
		"dota_tip_hero_chaos_knight_5"		"Chaos Knight'ın Reality Rift yeteneğinin görsel efekti kullanıldığı anda ortaya çıkar ancak yine de Blink kullanılarak veya savaş sisi içinde kaybolarak önlenebilir."
		"dota_tip_hero_chaos_knight_6"		"Chaos Knight'ın hasarının büyük bir kısmı fizikseldir ve Ghost Scepter ya da zırh veren eşyalarla alınacak hasar azaltılabilir."
		"dota_tip_hero_chaos_knight_7"		"Chaos Knight'ın Reality Rift yeteneği Aghanim's Scepter tarafından yaratılan diğer kahramanlar, Manta Style ve illüzyon rününden gelen illüzyonlar da dâhil olmak üzere yakınındaki bütün illüzyonları bir araya getir."

		"dota_tip_hero_chen_1"				"Chen'in Penitence yeteneği tüm dost birimlerin hedef birime yaptıkları saldırılarının hızını artırır."

		"dota_tip_hero_crystal_maiden_1"	"Crystal Maiden'ın Frostbite yeteneği de diğer yere bağlamalarda olduğu gibi düşmanların Town Portal Scroll'larını bozmada kullanılır."
		"dota_tip_hero_crystal_maiden_2"	"Crystal Maiden'ın Crystal Nova yeteneği kullanıldığı alandaki zeminde ufak bir görüş sağlar ve gizli bölgeleri aramada ya da ağaçlar arasından kaçmaya çalışan düşmanları aramada oldukça işe yarayabilir."
		"dota_tip_hero_crystal_maiden_3"	"Birçok yere bağlamada olduğu gibi Crystal Maiden'ın Frostbite yeteneği de Eul's Scepter of Divinity ya da Manta Style gibi eşyaların sağladığı etkisizleştirmeler kullanılarak karşılanabilir."
		"dota_tip_hero_crystal_maiden_4"	"Crystal Maiden'ın Aghanim's Scepter ile yükseltilmiş Freezing Field'ı alanın içinde çok uzun süre kalan her düşman birime Frostbite uygulayacaktır."

		"dota_tip_hero_dark_seer_1"			"Dark Seer'ın Ion Shell yeteneği görünmeseler bile hedefin yakınındaki düşman birimlere hasar verir."

		"dota_tip_hero_dark_willow_1"		"Dark Willow, Shadow Realm yeteneğinin etkisi altındayken alan etkili yeteneklerden etkilenebilir."

		"dota_tip_hero_dazzle_1"			"Dazzle'ın Shallow Grave yeteneği hedefin, herhangi bir hasar kaynağından gelen saldırıyla ölmesini süresi boyunca engeller. Nitekim, anında öldürme özelliğine sahip yetenekler (Culling Blade gibi) bir birimi Shallow Grave etkisi altındayken öldürebilir."

		"dota_tip_hero_death_prophet_1"		"Death Prophet'in Exorcism ruhlarının hasarı fiziksel hasardır ve zırh ile azaltılabilir."

		"dota_tip_hero_disruptor_1"			"Disruptor'ın Thunder Strike yeteneği her iki saniyede bir etki gösterir. Glimpse, hedefi dört saniye önceki konumuna gönderir. Thunder Strike'ı Glimpse'le güzel bir şekilde zamanlayarak oldukça etkili hâle getirebilirsiniz."

		"dota_tip_hero_doom_bringer_1" 		"Doom'un Doom yeteneği saf hasar verir, yani zırh veya büyü direnci ile azaltılamaz."
		"dota_tip_hero_doom_bringer_2" 		"Devour, sadece hedefin etkin yeteneğine Doom uygulamakla kalmaz aynı zamanda hedefin pasif yeteneklerine ve auralarırna da uygular. Bütün bunlar Doom'u takım savaşlarının vazgeçilmez bir parçası yapar."
		"dota_tip_hero_doom_bringer_3" 		"Linken's Sphere, Doom'un Doom yeteneğini engellemek için oldukça iyi bir yoldur. Doom, bunu karşılamak için hedefli bir yeteneğe sahip tarafsız bir yaratığı yutabilir ya da Heaven's Halberd gibi etkin bir eşyayı satın alabilir veya Aghanim's Scepter yükseltmesini kullanabilir."
		"dota_tip_hero_doom_bringer_4" 		"Scorched Earth yakındaki düşmanlara hasar verir ve Doom'un hareket hızını artırır."
		"dota_tip_hero_doom_bringer_6" 		"Doom, hüneriyle yükseltildiğine Break etkisine sahip olur ve bu sayede Phantom Assassin ya da Spirit Breaker gibi güçlü pasif yeteneklere sahip kahramanlara karşı oldukça etkili bir hâle gelir."

		"dota_tip_hero_dragon_knight_1"		"Dragon Knight'ın Elder Dragon Form Corrosive Breath yeteneği birimlere ek olarak binaları da etkileyen etkili bir kuşatma yeteneğidir."
		"dota_tip_hero_dragon_knight_2" 	"Dragon Knight'ın Breathe Fire hasar azaltması düşmanla birbirinize karşılıklı saldırılar yapmak veya kulvarda düşmanın yaratıklara son vuruş yeteneğini azaltmak için oldukça kullanışlıdır."
		"dota_tip_hero_dragon_knight_3" 	"Dragon Knight'ın birçok hayatta kalma özelliği Dragon Blood pasif yeteneğinin sağladığı fazladan sağlık yenilenmesi ve zırhtandır. Bu da onu, Viper'ın Viper Strike'ından veya bir Silver Edge'den gelecek Break etkisine karşı savunmasız bırakmaktadır."
		"dota_tip_hero_dragon_knight_4"		"Dragon Knight, Dragon Form etkisi altındayken menzilli bir kahraman olur ve Hurricane Pike gibi eşyalardan yararlanabilir, fakat Echo Sabre gibi yakın dövüş eşyalarından gelen bonusları kaybeder."
		"dota_tip_hero_dragon_knight_5"		"Dragon Knight, etkili olabilmek için hedefinin yakınında olmaya gereksinim duyar. Shiva's Guard veya Rod of Atos gibi eşyalar ve benzeri yetenekler, onu uzakta tutma konusunda oldukça etkilidir."
		"dota_tip_hero_dragon_knight_6"		"Dragon Knight'ın yüksek zırhı onu fiziksel hasara karşı oldukça dirençli kılar; ancak bu zırh Assault Cuirass veya Medallion of Courage gibi eşyalarla azaltılabilir."

		"dota_tip_hero_drow_ranger_1"		"Drow Ranger'ın Frost Arrow'larını bir saldırı yapacağınız zaman otomatik kullan değil de şahsen kullanırsanız kulvar yaratıklarını üzerinize çekmeyecektir. Bunu, onların canını sıkmak için kullanabilirsiniz."
		"dota_tip_hero_drow_ranger_2"		"Drow Ranger'ın Gust yeteneği düşman birimlerini etkisiz bırakmaz ya da Town Portal Scroll gibi kullanım süresi olan eşyaları kullanırken bunu yarıda kesmez. Gust ile geri ittirilen düşman kahramanlar eşyalarını ve saldırılarını kullanmaya devam edebilir."
		"dota_tip_hero_drow_ranger_4"		"Drow Ranger'ın Aghanim's Scepter yükseltmesi, Frost Arrows ve Multishot yeteneklerini Hypothermia ile güçlendirir. Hypothermia, hedefin sağlık yenilemesini azaltır ve istif başına Frost Arrows yeteneğinden ekstra hasar almalarına neden olur."
		"dota_tip_hero_drow_ranger_5"		"Drow Ranger'ın düşmanlarıyla arasındaki mesafeyi koruması gerekmektedir ve bu durum da onu Blink Dagger ya da Shadow Blade ile yapılan hücumlara karşı savunmasız bırakır."

		"dota_tip_hero_earth_spirit_2"		"Earth Spirit, Rolling Boulder esnasında eşyalarını ve yeteneklerini kullanabilir bu da ona gelecek saldırılarını ayarlama imkânı tanır."
		"dota_tip_hero_earth_spirit_3"		"Rolling Boulder kullanmış bir Earth Spirit'in kaçmasını önlemek için önüne geçilebilir."
		"dota_tip_hero_earth_spirit_4"		"Earth Spirit dikkatli bir zamanlamayla aynı Stone Remnant'ı bir düşmanı yavaşlatmak, susturmak ve sersemletmek için kullanabilir. Earth Spirit bu sayede Remnant'larını ileride kullanacak şekilde saklayabilir."
		"dota_tip_hero_earth_spirit_5"		"Boulder Smash, dostları daha güvenli bir noktaya ya da daha avantajlı bir noktaya göndermek için kullanılabilir."
		"dota_tip_hero_earth_spirit_6"		"Earth Spirit'in Geomagnetic Grip yeteneği Aghanim's Shard ile yükseltildiğinde, düşmanlar tarafından saldırı altında olan dostlarını çok daha kolay bir şekilde kurtarabilir."
		"dota_tip_hero_earth_spirit_7"		"Enchant Remnant, hedefi geçici süreliğine dokunulmaz yapar. Earth Spirit bu yeteneğini hayati tehlikesi olan dostlarını kurtarmak için kullanabilir."

		"dota_tip_hero_earthshaker_1"		"Earthshaker'ın Echo Slam yeteneği etki alanında ne kadar çok düşman birimi varsa o kadar çok hasar verecektir. Earthshaker'a karşı oynarken ayrı durmaya çalışın."
		"dota_tip_hero_earthshaker_2"		"Earthshaker'ın Fissure yeteneği yolunun üstündeki birimleri yarığın bir tarafına iterek düşmanlarını ya da dostlarını daha avantajlı bir konuma taşır."
