"lang"
{ 
	"Language" "finnish" 
				"npc_dota_hero_razor_bio"														"Kaikista Alamaailmaa asuttavista mahtavista voimista kammottavin ja ylivoimaisesti pelätyin on salamavaltias Razor. Salamoita iskevä ruoskansa aseenaan hän partioi Kapean labyrintin surullisenkuuluisia syövereitä, joista kuolleiden sielujen tulee selviytyä osoittaakseen älykkyytensä, oveluutensa ja sisunsa. Leijuessaan sokkeloiden yläpuolella Razor katselee inholla allaan vaeltavia hämmentyneitä sieluja ja tarjoilee niille aina tarvittaessa piristäviä sähköiskuja, sekä rangaistakseen sieluja että nopeuttaakseen niiden matkaa kohti omaa huonoa tai erittäin huonoa kohtaloaan. Razor on alistamisen ikuinen ruumiillistuma, joka on epäinhimillisen tarkka ja lähes tunteeton voimiaan käyttäessään. Silti Razorissa on jotakin, joka kertoo hänen nauttivan häijystä työstään täysin siemauksin."

				"npc_dota_hero_storm_spirit_bio"												"Storm Spirit on kirjaimellisesti luonnonvoima: tuulen ja sään villi voima ihmisen muotoon pullotettuna. Ja kylläpä hän onkin riehakas, lupsakka ja lannistumaton! Iloisen suosikkienon tavoin hän täyttää ympäristönsä rätisevällä energialla. Näin ei kuitenkaan ollut aina, sillä hänen luomiseensa liittyy tragedia. Sukupolvia sitten Walittavien wuorten tuolla puolen eli kansa kuivuudessa ja nälässä. Elementalisti nimeltä Thunderkeg käytti kiellettyä loitsua kutsuakseen myrskynhengen ja pyytääkseen sadetta. Vihaisena kuolevaisen julkeudesta myrskynhenki Raijin tuhosi maan tuulen ja tulvain voimilla. Thunderkeg ei voinut hengelle mitään, mutta sitten hän käytti itsetuhoista loitsua, joka yhdisti heidät toisiinsa: hän vangitsi hengen kehoonsa. Thunderkegin ainainen hyvä tuuli ja Raijinin rajaton energia yhdistyivät ja loivat lupsakan Raijin Thunderkegin, fyysisessä muodossa maailmalla kulkevan hengen. "

				"npc_dota_hero_crystal_maiden_bio"												"Rylai syntyi leudolla alueella ja hänet kasvatettiin tulisen isosiskonsa Linan kanssa. Kristallineito Rylai oppi äkkiä, että hänen luontainen kiintymyksensä jäähän loi ongelmia kaikille lähistöllä oleville. Vesilähteet ja vuoristopurot jäätyivät hetkessä jos hän pysähtyi niiden viereen lepäämään; kypsyvät sadot kuolivat pakkaseen, ja kukkivat hedelmätarhat muuttuivat jäisiksi sokkeloiksi ja tiputtivat pilaantuneet, jäiset hedelmänsä. Kun heidän ärsyyntyneet vanhempansa lähettivät Linan päiväntasaajalle, Rylai päätyi hylättynä pohjoiseen Jääraunioiden valtakuntaan, missä eräs hänet huostaansa ottanut jäävelho oli kaivertanut itselleen erakkomajan Sinisydämen jäätikön huipulle. Pitkän tutkimuksen jälkeen velho julisti Rylain valmiiksi yksinharjoitteluun, jättäen hänelle paikkansa ja laskeutuen jäätikön uumeniin horrostamaan tuhanneksi vuodeksi. Rylain jäisien taitojen tuntemus on vain syventynyt niistä ajoista ja hänen kykynsä ovat nyt vailla vertaa."

				"npc_dota_hero_kunkka_bio"														"Claddishin merivoimien amiraalille Kunkalle annettiin tehtäväksi suojata kotisaariaan, kun Könkään paholaiset aloittivat hyökkäyksen. Vuosien ajan pienien ja yhä vain rohkeampien ja tuhoisampien hyökkäysten jälkeen paholaisvoimat lähtivät täyshyökkäykseen Tärisevää saarta kohti. Epätoivoiset Claddishin itsemurhavelhot suorittivat suurimman riittinsä ja kutsuivat pitäjän muinaiset henget suojaamaan laivastoa. Tämä riitti juuri ja juuri kääntämään taistelun suunnan.
<br><br>Kunkka katseli laivastoaan tuhoavia paholaisia ja karkotti vihollisten laivaston muinaisella magiallaan. Paholaisten, miesten ja henkien kamppailussa jonkin on täytynyt nostattaa esiin myös neljäs voima, joka odotteli syvyyksissä. Aallot nousivat valtavina syöksyinä jäljellä olevien laivojen ympärillä ja Maelrawn Lonkeroinen ilmestyi rähinän keskelle. 
<br><br>Kukaan ei voi sanoa varmaksi, mitä myrskyssä tapahtui. Köngäs hävisi tyhjyyteen entisten asukkaidensa hylkäämänä. Kunkka on nyt amiraalina aavelaivassa, joka muistelee tuhon hetkeään ikuisesti. Kunkan kohtalosta ei ole selvyyttä. Ei edes Tidehunter, joka kutsui Maelrawnin, osaa sanoa varmaksi."

				"npc_dota_hero_warlock_bio"														"Demnok Lannik havitteli Ultimyr-akatemian pääkuraattorina ja hankintaosaston johtajana väsymättömästi kadonneita, harvinaisia ja kiellettyjä kirjasarjoja. Yksikään kirottu temppeli ei ollut niin pahaenteinen tai luola niin pelottava, että hän olisi ollut huolissaan omasta hengestään, jos paikasta saattoi huhujen mukaan löytyä alkukantaisia pamfletteja. Tutkimusretket herättivät aarteiden suojelijoiden vihan niin usein, että hänen oli vihdoin pakko opetella magian salat. Hän opetteli taikuuden samalla perinpohjaisella pakkomielteellään, jolla jahtasi inkunaabeleita. Hänestä tuli koko akatemian mahtavin maagi nopeammin kuin useimmilla menee yhden yliopistokurssin tehtävien suorittamiseen. Ikään kuin kirsikaksi kakun päälle hän kaiversi Kuolonpuusta itselleen sauvan ja kutsui siihen ulompiin helvetteihin vangitun hengen. Ennakoiden päivää, jolloin kaikki kadonneet loitsukirjat olisi viimein saatu pelastettua, hän ryhtyi kirjoittamaan omaa mustien loitsujen kirjaansa. Siitä tulee epäilemättä opettavainen."

				"npc_dota_hero_zuus_bio"														"Taivaan herrana ja jumalten isänä Zeus pitää kaikkia sankareita rasavilleinä lapsinaan. Hän jäi toistuvasti kiinni kuolevaisten naisten tapailusta, ja lopulta jumalallinen vaimo esitti uhkavaatimuksen: \"Jos rakastat kuolevaisia noin paljon, muuta heidän luokseen. Jos pystyt todistamaan, että osaat olla uskollinen, saat palata luokseni ikuiseksi aviomieheksi. Muussa tapauksessa saat jäädä sinne kuolemaan.\" Zeuksen mielestä vaimon logiikkaa (tai taikuutta) ei käynyt kieltäminen, joten hän hyväksyi vaimonsa haasteen. Siitä lähtien Zeus on käyttäytynyt mallikkaasti, koska arvostaa kuolemattomuutta enemmän kuin kuolevaisia. Mutta osoittaakseen olevansa ikuisen vaimonsa arvoinen hänen on todistettava mahtinsa taistelukentillä."

				"npc_dota_hero_tiny_bio"														"Tiny on tullut maailmaan kivenmurikkana, joka pohtii heltymättä alkuperänsä mysteereitä. Tätä nykyä se on kivijätti, mutta mikä se oli ennen? Golemin kantapäästä lohjennut pirstale? Gargoiliveistäjän työpajasta peräisin oleva hukkapala? Tai ehkä Garthoksen oraakkelimaisesta naamiosta haljennut kivenlohkare? Uteliaisuus ajaa Tinya eteenpäin, kun se matkaa ympäri maailmaa ja hakee yhteyttä elämänsä alkuhetkiin, syntyperäänsä ja kansaansa. Kuljeskelun myötä se kerää painoa ja kokoa. Voimat, jotka kuluttavat vähäisempiä kiviä, saavat Tinyn vain kasvamaan."

				"npc_dota_hero_puck_bio"														"Puck vaikuttaa ensisilmäyksellä ilkikuriselta, lapselliselta hahmolta, mutta tämä ominaisuus peittää hänen muukalaisluonteensa. Puckilla on lapsekas, ikikausia elävän keijulohikäärmeen muoto, ja hän elääkin ikuisuuksia lapsenomaisessa muodossaan. Puck on nuori nyt ja vielä sittenkin, kun meidän aikamme kaupungit katoavat pölynä tuuleen. Hänen motiivinsa ovat salaperäisiä, ja leikin takana piilee synkeämpi päämäärä. Puckin loputon halu tehdä jäyniä paljastaa hänen todellisen luonteensa."

				"npc_dota_hero_dazzle_bio"														"Jokaisen nuoren Dezunin lahkon jäsenen tulee suorittaa sarja riittejä, ennen kuin heistä tulee varjopappeja. Riiteistä viimeinen, varjojen riitti, on tuskallinen hengellinen matka läpi Nothlin valtakunnan, ennalta-arvaamattoman paikan, josta kaikki eivät palaa. Kaikki sieltä selviytyvät eivät kuitenkaan palaa terveinä. Toisilla on kummallisia kykyjä. Mutta kaikki sinne menevät muuttuvat kokemustensa kautta. 
<br><br>Valaistuksen tarpeen johdattama Säihke oli heimonsa nuorin, joka pyysi tehdä pyhän rituaalin. Lahko kieltäytyi aluksi vetoamalla Säihkeen ikään. Mutta se ei luovuttanut. Aistittuaan heimon jääräpäisessä kuopuksessa jotakin erikoista, johtajat leppyivät ajatukselle. Säihke joi pyhän juoman ja istui tulen ääreen muun heimon tanssiessa läpi yön. 
<br><br>Nothlin eteerisessä maailmassa valo ja pimeys ovat kääntyneet peilikuvikseen. Tästä johtuen sen loistava parantava valonsa, meidän mielestä hyvinkin kaunis, onkin oikeasti uhkaavan pahaenteinen; ja pahimmat teot ovat kirkkaan hohtavia. Johtajien intuitio osoittautui oikeaksi: Säihke palasi heimonsa luokse ennennäkemättömänä varjopappina, jolla oli sekä parannuksen että tuhon lahja. Nykyään se käyttää näitä voimia kaataakseen vihollisensa ja hoitaakseen ystäviään."

				"npc_dota_hero_rattletrap_bio"													"Rattletrap polveutuu samasta kaukaisesta rodusta kuin Tarkk'ampuja ja Peltiseppä, ja kuten suurin osa Kernas-kansan väestä, se korvaa pienen ruumiinrakenteensa vempaimilla ja aivoillaan. Kuuluisan kellonikkarin lapsenlapsi Rattletrap oli monia vuosia harjoittanut tuota perinnettä, ennen kuin sota syttyi vuorilta käsin ja pyyhkäisi maiden ja mantujen kylät tyhjiksi moisista kutsumuksista. Uusi kutsumuksesi on sota, isä kuiskasi, samalla kun kylä sen ympärillä oli pelkkää tuhkaista rauniota. 
<br><br>Vain huono nikkari syyttää työkalujaan, ja Rattletrap ei koskaan tehnyt poikkeuksia. Haudattuaan isänsä kylänsä raunioihin se päätti muuttaa itsensä suurimmaksi sotatyökaluksi, mitä tämä maailma on koskaan päällä kantanutkaan. Se lupasi, ettei koskaan enää tulisi yllätetyksi, ja taitojensa avulla rakensi Kellopelipanssarin, joka saa muiden maiden ritarit näyttämään peltipurkeilta sen rinnalla. Nyt kun Rattletrap on varustettu laitteillaan, se on pieni, mutta tappava soturi, jonka yllätys- ja tuhoamiskyvyt ovat yli-inhimillistä luokkaa, ja melkein automaattiset. Kuoleman käsityöläisenä sen rakennelmat tekevät selvää jälkeä kaikista varomattomista ja saavuttavat uuden aikakauden tämän ajan sodankäynnissä. Minkä aika nyt on? Kellopelin aika!"

				"npc_dota_hero_lich_bio"														"Eläessään jäävelho Ethreain (ei vielä Kalmo) oli käyttänyt jään tuhoavan voiman uhkaa orjuuttaakseen kokonaisia kansakuntia. Ennen pitkää hänen alamaisensa, apunaan muutama epätoivoinen taikuri, uskalsivat väijyttää hänet. Mukanaan tarpeeksi lumottua köyttä sitomaan hänet ikuisiksi ajoiksi, he sitoivat jäävelhon adamanttipainoihin ja pudottivat hänet lampeen, joka tunnettiin parhaiten pohjattomuudestaan. Sitä se ei kuitenkaan ollut.
<br><br>Hän upposi vain noin vuoden ajan, ennen kuin ulkonema kalliossa pysäytti hänen putoamisensa. Siinä hän lepäsi, kuolleena mutta hajoamattomana, kunnes geomantikko Anhil päätti tarkistaa mukamas pohjattoman Mustan lammen legendan. Anhilin luotilanka kietoutui hukkuneen taikurin ympärillä oleviin köysiin, ja hän veti ylös odottamattoman saaliin. Ajatuksenaan herättää kuolleen epäkuolleeksi, jotta voisi kysyä Kalmolta lammen ominaisuuksista, hän poisti köydet ja aloitti yksinkertaisen herätyksen riitin. Jopa Ethreainin vihollisten jälkeläisetkin olivat unohtuneet aikaan kauan sitten, joten kukaan ei voinut varoittaa Anhilia. Hän kuitenkin oppi päätöksensä virheet lähes heti, kun Kalmo syöksi pois kahleensa ja tuhosi hänet."

				"npc_dota_hero_tidehunter_bio"													"Tidehunterina tunnettu Leviathan oli joskus Uponneen saariston sankari, mutta hänen motiivinsa ovat yhtä salaperäiset kuin hänen kansansakin. Kaikki ymmärtävät kuivamaalaisten laivaväylien tärkeyden ja sen, miten avomerten hallinta ratkaisee imperiumien nousun ja tuhon. Paljon vähemmän tiedetään vedenalaisista väylistä ja siitä, kuinka Meranthic Diasporan sotivat heimot ovat onnistuneet jatkuvien vedenalaisten kamppailujen tiimellyksessä kaivertamaan itselleen asumuksia. Meren ja ihmiskunnan välisistä hauraista sopimuksista näkee vilaukselta uponneiden valtakuntien laajuuden, mutta niiden politiikka vaikuttaa monimutkaiselta ja vaikeaselkoiselta. Näyttää siltä, että Leviathan väsyi moiseen mitättömään kiistelyyn ja lähti omille teilleen, uskollisena vain omalle merten jumalalleen, Maelrawn Lonkeroiselle. Nyt hän väijyy matalikoilla ja etsii ihmisiä tai merantheja, jotka osuvat hänen tielleen. Eritoten hän halveksuu perivihollistaan amiraali Kunkkaa syistä, jotka ovat kauan aikaa sitten kadonneet meren syvyyksiin."

				"npc_dota_hero_shadow_shaman_bio"												"Vuotavilla vaaroilla syntynyt Rhasta oli vasta nääntyvä nuorukainen, kun matkaileva tirehtööri otti hänet leiviinsä. Kahdesta kuparikimpaleesta hän kertoisi tulevaisuutesi. Kolmesta hän kastroisi sikasi, viidestä ympärileikkaisi poikasi. Hyvän aterian eteen hän pukeutuisi shamaanin viittaansa, lukisi muinaista kirjaansa ja asettaisi kirouksen vihollistesi ylle. Tämä outo nuorukainen, puoliksi vuorenpeikko ja puoliksi jotain ihan muuta, toimi tirehtöörin apurina ja toi eksotiikkaa hänen toimiinsa. 
<br><br>Aina askeleen huijattuja asiakkaitaan edellä, kaksikko matkusti mantereiden poikki, kunnes eräänä päivänä tirehtööri huomasi, että nuorukainen oikeasti pystyi siihen, mitä oli vain teeskennellyt osaavansa. Hänen taitonsa oli lahja – lahja, jota asiakkaat arvostivat. Ja niin nuoresta Rhastasta tuli esityksen päätähti ja hän sai lisänimekseen Varjoshamaani. Kaksikko jatkoi matkaa kaupungista kaupunkiin, taikoen rahaa vastaan sitä myöten kun Varjoshamaanin maine kasvoi. Lopulta kaksikon karmea menneisyys kostautui, kun heidän kimppuunsa hyökkäsi lauma huijattuja ex-asiakkaita. Tirehtööri murhattiin, ja Rhasta käytti ensimmäistä kertaa voimiaan pahuuteen, murhaamalla hyökkääjät. Hän hautasi rakkaan mestarinsa, ja käyttää nyt voimiaan tuhotakseen kenet tahansa, joka yrittää aiheuttaa hänelle harmia."

				"npc_dota_hero_riki_bio"														"Riki syntyi keskimmäiseksi lapseksi Tahlinin mahtisukuun. Hänen vanhempaa veljeään valmisteltiin valtaistuimelle ja nuorempaa aina hemmoteltiin. Kun puolestaan Riki, perheen pieni keskimmäinen lapsi, oli kuin syntynyt näkymättömyyteen. Se oli taidetta, jota hän kehitti, ja joka lopulta pelasti hänen henkensä, kun heidän kansansa petettiin ja Rikin perhe murhattiin. Koko kuninkaallisesta suvusta ainoastaan hän, pieni, ketterä ja nöyrä, pakeni käyttäen savua suojanaan. Hän kulki kuninkaallisten tilusten läpi, käyttäen yllätystä etunaan ja hiljaisesti tappaen jokaisen vihollisen sotilaan yksi kerrallaan. Vapaana kuninkaallisista velvollisuuksista, Riki käyttää nykyään taitojaan uuteen tarkoitukseen: salamurhaan. Hän hiljentää vihollisensa, kehittää taitojaan ja toivoo jonakin päivänä kostavansa niille, jotka tappoivat hänen perheensä ja ryöstivät häneltä hänen synnyinoikeutensa."

				"npc_dota_hero_enigma_bio"														"Enigman taustoista ei tiedetä mitään. On vain sukupolvelta toiselle kulkeneita hämäriä tarinoita ja legendoja. Oikeasti Enigma on mysteeri, jonka voi kuvata vain seuraavilla sanoilla: se on kaikkialla vaikuttava voima, maailmojen syöjä. Se on tyhjyyden olento, joka on toisinaan aineellinen ja toisinaan aineeton. Ulottuvuuksien välinen peto. 
<br><br>Tarina kertoo, että se olisi ollut aikanaan mahtava alkemisti, joka pyrki selvittämään maailmankaikkeuden salaisuudet, mutta se kirottiin ylimielisyydestään. Toisien legendojen mukaan se on kummallisen vetovoiman olento, syvänteen henkilöitymä – vääristynyt ääni alkuperäisestä pimeydestä, ennen universumin ensimmäistäkään valoa. Muut legendat väittävät sen olevan ensimmäinen tuhoutunut tähti, musta aukko, joka on kehittynyt monimutkaiseksi ja älylliseksi – jonka motiivit ovat tuntemattomia ja voimat vääjäämättömiä, tuhon voima itse olemassaoloa kohtaan."

				"npc_dota_hero_tinker_bio"														"Myös Boushina tunnettu Tinker kuuluu kansaan, jolle on ominaista äly, oveluus ja magian välttely. Heille on kunnia-asia selviytyä neuvokkuuden keinoin ja käyttää ainoastaan luonnonvoimia, jotka avataan logiikan avulla. Tämä rajoitus on kuitenkin johtanut myös ongelmiin, kuten Boush voi todistaa. Luonnonlakien päätutkijana toiminut Boush johti laajaa älyllistä tutkimusta luonnon toiminnasta ja perusti maanalaisen laboratorion syrjäiselle, usvan verhoamalle Violetin tasangolle. Halveksuen velhojen maailmassa kohtaamiaan vaaroja Boush apureineen avasi ylimielisesti portin tajunnan rajat ylittävään maailmaan ja toi sieltä tullessaan omia painajaisiaan. Violetin tasangon luolastoista nousi pimeä, tasangon ikuiseen pimeyteen kietova usva, joka peitti jatkuvasti ilmoilla kajahtelevat kauhunhuudot. Boush pakeni neuvokkuutensa ja laitteidensa avulla ja oli ainoa Violetin tasangon tapauksesta selvinnyt Tinker. "

				"npc_dota_hero_sniper_bio"														"Kardel Haukansilmä syntyi syvällä Knollenin vuoristolaaksoissa, joissa kansa on selvinnyt kautta aikain metsästämällä outoja, kylää ympäröivillä kallioilla asustavia jyrkkäläisiä. Ne kaadettiin ampumalla alhaalta laaksosta ja ruumiit kerättiin sieltä, mihin ne putosivat. Haukansilmä oli yksi taitavimmista kansansa jäsenistä, joille tussari oli kuin raajan jatke, yhtä luonnollinen asia kuin tuntoaisti. 
<br><br>Päivänä, jona Haukansilmän piti saada täysi asema kylässään, hän suoritti muinaisen kokeen: jyrkänteen otus piti kaataa yksittäisellä laukauksella. Huti olisi häpeä. Koko kylän seistessä todistamassa Haukansilmä ampui laukauksensa. Jyrkkäläinen kaatui, väkijoukko hurrasi. Mutta ruumista noudettaessa väki hiljeni. Kylän vanhimmat huomasivat, että luoti oli lävistänyt jyrkkäläisen kimaltelevan keskimmäisen silmän, joka oli vajonnut puristuksiin sen leukaluiden väliin. Pahaenteinen tapahtuma käynnisti synkän profetian, joka ennusti ampujan mahtavuutta ja karkotusta. Tarkk'ampuja Haukansilmän taidokkuus tuomitsi hänet jättämään kansansa, jonka pariin hän saisi palata vasta sitten, kun ansaitsisi legendaarisen arvostuksen taistelukentällä."

				"npc_dota_hero_necrolyte_bio"													"Suuren kulkutaudin aikaan eräs hämäräperäinen munkki, Rotund'jere, ylennettiin lahkonsa johtajaksi ylempiarvoistensa kuoltua yllättävästi. Kun muut lahkon jäsenet surkuttelivat sairaiden kohtaloa, uusi johtaja eristäytyi Rumusquen katedraaliin, juonien tapoja saada kuolevien aatelisten omaisuutta itselleen ja luvaten heille hengellisiä palkintoja, jos he antaisivat perintönsä hänelle. Kulkutaudin hälvetessä korkeampi lahko pääsi selville hänen juonitteluistaan, tuomiten hänet vääräuskoisuudesta ja loitsien hänet kuolemaan hitaasti ja kituvasti. Lahkon jäsenet eivät kuitenkaan ottaneet huomioon munkin luonnollista immuniteettia. Rotund'jere sairastui, mutta kuolemisen sijaan tunsikin voimistuvansa, muuttuen ruttovelhoksi, kulkutautien Paaviksi. Hän kutsuu itseään Manaajaksi, kiertäen maailmaa ja levittäen kulkutautia minne meneekin, kasvattaen voimiaan jokaisella kylällä, jonka tauti tuhoaa."

				"npc_dota_hero_slardar_bio"														"Slardar on Kärmes, yksi Syvistä, uponneiden kaupunkien ja niihin hautautuneiden aarteiden vartija. Valtamerten pimeissä syövereissä tämä vartija partioi salaisia aarrekammioita, aina valppaana vedenalaisten varkaiden varalta. Varkaiden, joita maalla asuvat aarteita ja salaisuuksia himoitsevat loitsijat lähettävät matkoille syvyyksiin. Slardar on erittäin uskollinen ja hänen hiljainen luonteensa pitää sisällään syvän tietämyksen meren salaisimmista paikoista. Toisinaan hän nousee syvyyksistä pinnalle, kirkkauden aiheuttamasta tuskasta huolimatta, suorittaakseen tiedustelua ja varmistaakseen, ettei kukaan juoni syvyyksiä vastaan. Joskus hän myös jahtaa niitä harvoja, jotka ovat onnistuneet varastamaan esineen vedenalaisesta aarrekammiosta. Vietettyään koko elämänsä meren suuren paineen alaisena, Kärmesvartija Slardar on todella voimakas olento."

				"npc_dota_hero_beastmaster_bio"													"Karroch oli orpolapsi. Äiti kuoli jo synnytyksessä ja isä, Slomin viimeisen kuninkaan hevosenkengittäjä, tallottiin kuoliaaksi Karrochin ollessa viisivuotias. Karroch päätyi oppiin kuninkaan eläintarhaan, jossa se tutustui hovin muihin eläimiin: leijoniin, apinoihin, peuroihin ja harvinaisempiin, taruolennoiksi uskottuihin otuksiin. Kun Karroch oli seitsenvuotias, muuan seikkailija toi tarhaan ennennäkemättömän pedon. Kuninkaan eteen kahleissa viety otus puhui, mutta sen suu ei liikkunut. Se anoi vapautusta, mutta kuningas nauroi ja käski otuksen esiintymään mielikseen. Kun peto kieltäytyi, kuningas iski sitä valtikallaan ja passitti sen karjan joukkoon. 
<br><br>Karroch vei haavoittuneelle otukselle salaa ruokaa ja lääkkeitä, mutta sai ainoastaan hidastettua tilan huononemista. Peto puhui pojalle ilman sanoja. Ajan myötä ystävyys syveni, kunnes poika huomasi pystyvänsä itsekin puhumaan sanoitta. Hän tajusi voivansa puhua kaikille hovin eläimille. Pedon kuollessa poika raivostui. Hän yllytti eläimet kapinaan, avasi häkit ja päästi vangit vapaiksi. Kuningas pääsi kaaoksessa hengestään. Taistelun tuoksinassa uljas uroshirvi kumarsi pojalle, joka oli vapauttanut sen. Beastmaster hyppäsi selkään, ja kaksikko loikkasi muurin yli pakoon. Aikuisiän saavuttanut Karroch hallitsee yhä taidon keskustella villieläinten kanssa. Hänestä on tullut yhtä raaka kuin luonnosta itsestään."

				"npc_dota_hero_venomancer_bio"													"Jidi-saaren happoviidakon hohtavat liaanit tihkuvat syövyttävää mahlaa. Liaaneja vilistävien, kipittävien tai kiipeilevien otusten sisuksissa kuplii ja suonissa virtaa myrkky. Jopa tässä myrkkyjen ihmemaassa Venomanceria pidetään kaikkein myrkyllisimpänä. Kauan aikaa sitten kasviparantaja nimeltä Lesale ylitti Fradj-lahden veneellä ja etsi väkeviä esansseja, joita kaarnasta ja juurista voisi uuttaa. Sen sijaan parantaja kokikin painajaismaisen muutoksen. Kymmenisen kilometriä käveltyään Lesale päätti poimia kasvin, mutta se olikin kasviksi naamioitunut matelija, joka pisti häntä. Epätoivoissaan parantaja turvautui osittaiseen tietoonsa viidakon yrteistä ja valmisti vastamyrkyn (välittömästi pistoksen jälkeen kuristamansa) otuksen myrkystä ja soikkokämmekän nektarista. Juuri ennen halvaantumistaan Lesale piikitti itseään orkidean piikillä ja vaipui koomaan. 
<br><br>Seitsemäntoista vuotta myöhemmin jokin liikahti kohdassa, jossa parantaja oli lysähtänyt maahan. Vuosien aikana kasaantuneen mullan alta nousi Venomancer. Kasviparantaja Lesale oli nyt tuonentuoja Lesale. Hänen muistinsa oli melkein mennyttä ja keho tuhoutunut. Sen tilalla oli uutta materiaa, joka koostui matelijan ja orkidean myrkyistä. Jidin happoviidakko sai uuden herran, jolle armottomimmatkin saalistajat oppivat kumartamaan. Saari oli Lesalelle lopulta liian pieni, ja jonkinlainen syvään juurtunut verenhimo ajoi hänet etsimään uusia myrkkyjä – ja uusia tapettavia."

				"npc_dota_hero_faceless_void_bio"												"Faceless Void, Darkterror, on vierailija Claszuremesta, alueesta ajan ulkopuolella. On yhä arvoitus miksi tämä olento toisesta ulottuvuudesta uskoo kamppailun Nemesiskivestä olevan omaan fyysiseen maailmaamme siirtymisen arvoista, mutta ilmeisesti häiriö tämän maailman voimien tasapainossa vaikuttaa myös rinnakkaisissa todellisuuksissa. Ajalla ei ole merkitystä Darkterrorille, paitsi keinona päihittää vihollisensa ja auttaa liittolaisiaan. Hänen kokemuksensa kosmoksesta on saanut hänet kaukaiseksi ja irralliseksi, vaikkakin taisteluun hän pystyy silti suhtautumaan henkilökohtaisesti."

				"npc_dota_hero_death_prophet_bio"												"Krobelus oli kuolonoraakkeli – mikä on vain kiertoilmaisu hänelle, joka ennustaa tulevaisuuden maksusta niille varakkaille, jotka haluavat nähdä verhon taakse. Mutta ennustettuaan vuosien ajan tulevaisuutta muille, hän päätti viimein etsiä omaa kohtaloaan. Kun kuolema kieltäytyi paljastamatta salaisuuksiaan, hän yritti ostaa ne hengellään. Mutta korkeinkin hinta osoittautui riittämättömäksi. 
<br><br>Kerta toisensa jälkeen kuolema torjui hänet, peitellen sen syvimmät salaisuudet. Kateus kalvoi hänen sielussaan. Muut kuolevat iäisyydeksi, miksei hän? Miksi hänet pitää aina herättää henkiin rutiininomaisesti? Miksi hän ei voi osoittamaan arvokkuuttaan kuolemaa kohtaan, mitä kaikki muut kammoksuivat? Hän ei kuitenkaan lannistu tästä. 
<br><br>Joka kerta haudasta noustuaan hän toi pienen osan kuolemaa mukanaan. Haamut seurasivat häntä kuin hänen särkyneen sielunsa sirpaleet. Hänen verensä oheni ja muuttui ektoplasmaiseksi. Hämärän olennot pitivät häntä kaltaisinaan. Jokaisella yrittämällään hän antoi osan elämästään, ja loppu näytti viimein olevan lähellä. Tämän myötä hänen omistautumisensa kuolemalle kasvoi suunnattomasti, ja hän heitti itsensä yhä voimakkaammin manalan syvyyksiin, tarkoituksenaan toteuttaa se ennustus, josta hän haaveili: että jonain päivänä Kuolonoraakkelia ei enää olisi olemassa."

				"npc_dota_hero_pugna_bio"														"Pugnan syntymämaailmassa, lähellä alamaailman purkautumisaukkoja, sijaitsi temppeli, jossa harjoitettiin Unholan oppeja keräämällä voimaa alamaailman energioista. Temppelin mestari oli itse kadonnut Unholaan muutamia vuosia aiemmin, jättäen oppilaitoksensa ilman johtajaa. Mestarinsa kuolemasta lähtien temppelin väki alkoi tutkia mahdollisuutta mestarinsa uudelleensyntymisestä ja lopulta sen selvitettiin tapahtuvan ihan lähialueella. Muutamat kylät polvistuivat temppelin varjon alle, kujat ja torit täynnä parkuvien lapsien naurua. 
<br><br>Pugna, 13-kuukautinen poika, oli yksi ehdokas mestarin uudeksi olomuodoksi, ja hänet esitettiin temppelissä kahden toisen kanssa. Lamat toivat lapsien eteen vanhoja muistoesineitä, entisen mestarin aarteita. Yksi pojista osoitti porfyyrisauvaan, joka kuului lamalle... ja pisti sen sieraimeensa. Eräs tyttö otti esiin amuletin, joka oli myös ollut laman, ja nieli sen heti perään. Pugna suhtautui heihin viileästi, naurahtaen, ja ampui heitä purskauksella ikuista tulta, tehden heistä välittömästi tuhkaa. Tämän jälkeen hän otti sauvan sekä amuletin ja sanoi \"Minun!\". Pugna nostettiin olkapäille, kiedottiin mestarin vaatteisiin ja vietiin nopeasti valtaistuimelle ennen kuin hänen mielensä muuttuisi. Viiden vuoden sisällä koko temppeli itsessään muuttui suureksi kasaksi tuhkaa, mikä oli Pugnan mielestä erittäin tyydyttävää."

				"npc_dota_hero_templar_assassin_bio"											"Temppelisalamurhaaja Lanaya löysi kutsumuksensa merkillisen tutkimuksen kautta. Hän oli mieltynyt tieteisiin ja käytti varhaiset vuotensa tutkimalla luonnonlakeja ja magian ja alkemian ihmeellistä maailmaa. Hän toisti Purppura-arkistojen hiiltyneiden dokumenttien kokeita ja pani muistiin Kernaiden kirjanpitäjien havaintoja. Lanaya oli jo valmiiksi hiljainen ja vaitelias, ja kokeisiin vaadittavien esineiden hankala saatavuus vain ruokki hänen salamyhkäisyyttään. Jos hän ei olisi ollut niin syrjään vetäytyvä, hänestä olisi voinut tulla suurikin kuuluisuus varkaiden killassa. Sen sijaan tutkimukset imaisivat hänet entistä hämärämpien asioiden pariin. 
