"lang"
{ 
	"Language" "thai" 
	"Tokens" 
	{

//INTRODUCTORY LOADSCREEN TIPS		(0 to 25 games played)
		"dota_tip_intermediate_8"			"การอยู่ในตำแหน่งเนินสูงจะทำให้คุณได้เปรียบ เพราะศัตรูอาจจะโจมตีพลาดและมองไม่เห็นคุณในหมอก"
		"dota_tip_intermediate_9"			"การกดใช้ Pipe of Insight จะมอบบาเรียป้องกันความเสียหายเวทมนตร์แก่คุณและเพื่อนร่วมทีม ซึ่งช่วยลดทอนความเสียหายเวทจากฮีโร่ศัตรูได้"
		"dota_tip_intermediate_10"			"Assault Cuirass ช่วยเพิ่มเกราะป้องกันและความเร็วในการโจมตีให้เพื่อนร่วมทีมที่อยู่ใกล้ ๆ รวมทั้งลดทอนเกราะป้องกันของศัตรูโดยรอบได้"
		"dota_tip_intermediate_11"			"เมื่อป้อมกำลังโจมตีคุณ คุณสามารถกดปุ่มคลิกโจมตีแล้วคลิกไปยังครีปฝ่ายเดียวกับคุณ มันจะทำให้ป้อมเปลี่ยนเป้าหมายการโจมตี"
		"dota_tip_intermediate_12"			"การปัก Ward หรือมียูนิตอยู่ใกล้แคมป์ป่า จะสามารถป้องกันการเกิดของครีปป่าที่แคมป์นั้นทุก ๆ นาทีได้"
		"dota_tip_intermediate_13"			"Monkey King Bar จะเพิ่มความแม่นยำในการโจมตีของคุณ ซึ่งมักป้องกันไม่ให้ฮีโร่ฝ่ายตรงข้ามหลบหนีการโจมตีไปได้ แม้กระทั่งการโจมตีขึ้นเนินเขา"
		"dota_tip_intermediate_14"			"กดคลิก Blink Dagger สองครั้งจะทำให้คุณบลิงค์ไปในทิศทางน้ำพุ (fountain) ของทีมคุณโดยอัตโนมัติ"
		"dota_tip_intermediate_15"			"คุณสามารถโจมตีครีปฝ่ายของคุณที่ใกล้ตาย เพื่อทำให้ศัตรูของคุณไม่ได้รับโกลด์จากการ Last Hit"
		"dota_tip_intermediate_16"			"ความเสียหายเวทมนตร์สามารถลดทอนได้ด้วยไอเท็มที่มอบความต้านทานเวทมนตร์"
		"dota_tip_intermediate_17"			"ความเสียหายกายภาพสามารถลดทอนได้ด้วยไอเท็มเพิ่มเกราะป้องกัน"
		"dota_tip_intermediate_18"			"ความเสียหายโดยตรงไม่สามารถลดทอนด้วยเกราะป้องกันหรือความต้านทานเวทมนตร์ได้"
		"dota_tip_intermediate_20"			"การเปลี่ยนรูปแบบสถานะของ Power Treads สามารถยกเลิกการล่องหนของคุณได้ รวมถึงสกิลยืนร่ายต่าง ๆ เช่น การใช้งาน Town Portal Scroll"
		"dota_tip_intermediate_21"			"การลากกองครีปป่าออกจากจุดเกิดในเวลาทุกๆ นาทีจะสามารถทำให้ครีปชุดใหม่เกิดขึ้นได้ ใช้วิธีนี้เพื่อเพิ่มจำนวนครีปเท่าที่คุณสามารถฆ่าได้"
		"dota_tip_intermediate_22"			"การกดปุ่ม Control ค้างจะทำให้คุณสามารถใช้การฟื้นฟูของขวด (Bottle) ให้แก่เพื่อนร่วมทีมได้ แต่รูนที่บรรจุในขวดไม่สามารถแบ่งปันให้ได้"
		"dota_tip_intermediate_23"			"ติดอยู่ที่ฐานเหรอ? คุณยังคงสามารถซื้อไอเท็มจากร้านค้าลับได้โดยการส่ง Courier ไปที่นั่น ระวังอีกทีมจะเห็นมันด้วยล่ะ!"
		"dota_tip_intermediate_24"			"เมื่อไม่มีครีปฝั่งศัตรูอยู่ใกล้ ๆ ป้อมและบาร์แร็กจะมีการป้องกันการลอบทำลาย ซึ่งจะช่วยลดความเสียหายที่มันได้รับและทำให้มันสามารถฟื้นฟูพลังชีวิตได้"
		"dota_tip_intermediate_25"			"Quelling Blade สร้างความเสียหายเพิ่มเติมต่อครีปเลนและครีปป่าเท่านั้น"
		"dota_tip_intermediate_26"			"ค่าการบล็อกความเสียหายของ Vanguard หรือ Crimson Guard จะขึ้นอยู่กับประเภทของฮีโร่ที่ถือมัน ไม่ใช่ประเภทของผู้ที่โจมตี"
		"dota_tip_intermediate_27"			"Dagon และ Boots of Travel สามารถอัปเกรดได้ด้วยการซื้อใบส่วนผสมอีกครั้ง"
		"dota_tip_intermediate_28"			"คุณสามารถนำ Ward ให้กับเพื่อนร่วมทีมได้โดยการกดปุ่ม Control ค้างแล้วคลิกที่ Ward ในช่องเก็บของของคุณ แล้วก็คลิกที่ตัวฮีโร่ของเพื่อนร่วมทีมของคุณ"
		"dota_tip_intermediate_29"			"Blink Dagger และ Force Staff สามารถใช้ในการปืนขี้น-ลงหน้าผาได้"
		"dota_tip_intermediate_30"			"ใช้ Quelling Blade หรือ Battlefury เพื่อตัดต้นไม้และตัดช่องเดินผ่านในป่าของคุณเองได้"
		"dota_tip_intermediate_31"			"ร่างเงาและครีปจะไม่ยกเลิกสภาพล่องหนของ Smoke of Deceit ได้ มีเพียงแค่ฮีโร่และป้อมปราการเท่านั้นจะทำได้"
		"dota_tip_intermediate_33"			"การกดปุ่ม Alt ค้างจะแสดงข้อมูลเพิ่มเติมในคำอธิบายของสกิลและไอเท็มต่าง ๆ"
		"dota_tip_intermediate_34"			"บาร์แร็กไม่สามารถเปิดเผยตัวตนของยูนิตล่องหนหรือ Ward ได้"
		"dota_tip_intermediate_35"			"การซื้อเกิดมีคูลดาวน์ 8 นาที"
		"dota_tip_intermediate_36"			"ฮีโร่ Strength, Agility และ Intelligence จะได้รับพลังโจมตี 1 หน่วยต่อค่าสถานะหลักของฮีโร่นั้นหนึ่งแต้ม ฮีโร่ Universal จะได้รับพลังโจมตี 0.7 หน่วยต่อค่าสถานะใดก็ตามที่มีแต่ละแต้ม"
		"dota_tip_intermediate_37"			"เมื่อ Roshan ตายเป็นครั้งที่ 2 เป็นต้นไป เขาจะดรอป Cheese เมื่อถูกสังหารในฝั่ง Radiant และจะดรอป Roshan's Banner เมื่อถูกสังหารในฝั่ง Dire"
		"dota_tip_intermediate_38"			"ร่างเงาของฮีโร่จะสร้างความเสียหายต่อ Roshan น้อยลงอย่างมาก"
		"dota_tip_intermediate_39"			"อย่าลืมที่จะตรวจสอบช่องเก็บของของเพื่อนร่วมทีมของคุณก่อนที่จะซื้อไอเท็มที่มีผลออรา ซึ่งเพื่อนร่วมทีมอาจจะมีไอเท็มชิ้นนั้นอยู่แล้ว และออราส่วนใหญ่ไม่ทับซ้อนกัน"
		"dota_tip_intermediate_41"			"ระยะเวลาสตันจากสกิลหลาย ๆ สกิลจะไม่ทับซ้อนกัน คุณสามารถสตันศัตรูได้ยาวนานขึ้นโดยการกะเวลาสกิลต่าง ๆ ของคุณ"
		"dota_tip_intermediate_42"			"การเทเลพอร์ตด้วย Town Portal Scroll จะไม่ถูกยกเลิกโดยการใบ้หรือการกระเด็นถอยหลัง"
		"dota_tip_intermediate_43"			"ป้อมปราการที่ยิ่งอยู่ใกล้กับ Ancient ยิ่งมอบโกลด์ได้มากขึ้นจากการถูกทำลาย"
		"dota_tip_intermediate_45"			"การใช้ Soul Ring จะเพิ่มมานาเพิ่มเติมให้กับคุณ แม้ว่ามานาของคุณจะเต็มอยู่แล้ว"
		"dota_tip_intermediate_46"			"คุณสามารถทำลายป้อมปราการฝั่งเดียวกันได้เมื่อพลังชีวิตของป้อมเหลือน้อยกว่า 10% ซึ่งการสละป้อมจะทำให้แต่ละทีมได้โกลด์ครึ่งหนึ่งจากค่าหัวปกติ"
		"dota_tip_intermediate_49"			"ความเสียหายกายภาพเกิดจากการโจมตีปกติ สกิลของฮีโร่บางสกิล และไอเท็มบางอย่าง ซึ่งสามารถถูกลดทอนได้ด้วยเกราะป้องกันหรือสามารถกันได้โดยเข้าสู่สถานะ Ethereal"
		"dota_tip_intermediate_50"			"ความเสียหายเวทมนตร์เกิดจากสกิลของฮีโร่ส่วนใหญ่ และไอเท็ม ซึ่งสามารถถูกลดทอนได้ด้วยค่าความต้านทานเวทมนตร์ สกิลที่มอบการป้องกันดีบัฟสามารถเพิ่มความต้านทานเวทมนตร์ได้อย่างมากเช่นกัน"
		"dota_tip_intermediate_51"			"การกดใช้ Manta Style จะเคลื่อนย้ายคุณจากตำแหน่งเดิมเมื่อร่างเงาปรากฏ ใช้วิธีนี้เพื่อทำให้ศัตรูสับสนสิ!"
		"dota_tip_intermediate_53"			"คุณควรใช้เกราะป้องกันของ Flying Courier อย่างชาญฉลาด เพราะมันมีคูลดาวน์ที่ยาวนานมาก"
		"dota_tip_intermediate_54"			"ฮีโร่และยูนิตที่โจมตีระยะไกลจะมีโอกาสโจมตีพลาดเป้าซึ่งคำนวณด้วยวิธีสุ่มแบบเทียม เมื่อโจมตีขึ้นบนเนินต่างระดับ"
		"dota_tip_intermediate_55"			"Roshan จะแข็งแกร่งขึ้นในทุกนาที โดยได้รับพลังชีวิต พลังโจมตี และเกราะป้องกันเพิ่มขึ้น"
		"dota_tip_intermediate_56"			"รูน Bounty จะมอบโกลด์ให้แก่ทั้งทีมไม่ว่าฮีโร่ใดเป็นคนเก็บรูน"
		"dota_tip_intermediate_57"			"สกิลบางชนิดสามารถมีผลทะลุการป้องกันดีบัฟได้ การทำงานของแต่ละสกิลกับการป้องกันดีบัฟจะมีเขียนไว้ในคำอธิบายสกิล"
		"dota_tip_intermediate_58"			"เก็บโกลด์ไว้ให้เพียงพอสำหรับการซื้อเกิดไว้บ้างก็ดี  การซื้อเกิดถูกที่ถูกเวลาก็สามารถเปลี่ยนแปลงการป้องกันที่กำลังย่ำแย่ให้กลายเป็นการพลิกเกมอย่างฉับพลันได้"
		"dota_tip_intermediate_59"			"ร่างเงาจะสร้างความเสียหายต่อสิ่งก่อสร้างของศัตรูน้อยลง 60%"
		"dota_tip_intermediate_60"			"การฟาร์มในป่าก็อันตรายเหมือนกัน! คุณอาจอยากที่จะซื้อและปัก Ward สักเล็กน้อยเพื่อป้องกันไม่ให้ศัตรูซุ่มโจมตีคุณ"
		"dota_tip_intermediate_61"			"ฮีโร่แต่ละตัวจะมีประสิทธิภาพสูงสุดในช่วงเวลาที่ต่างกันในแมตช์"
		"dota_tip_intermediate_62"			"หากฮีโร่ศัตรูหายไปจากแผนที่ย่อหมดทุกตัว พวกเขาอาจกำลังพยายามสังหาร Roshan หรือกำลังดักซุ่มโจมตี"
		"dota_tip_intermediate_63"			"ลองปัก Ward บริเวณใกล้กับเป้าหมายที่ทีมของคุณต้องการโจมตี"
		"dota_tip_intermediate_64"			"การเรียนรู้ที่จะเล่นเป็นซัพพอร์ตจะช่วยให้คุณเป็นผู้เล่นแคร์รีได้ดียิ่งขึ้น และการเรียนรู้ที่จะเล่นเป็นแคร์รีจะช่วยให้คุณเป็นผู้เล่นซัพพอร์ตได้ดียิ่งขึ้นเช่นกัน"
		"dota_tip_intermediate_65"			"การสแกนจะเปิดเผยว่ามีฮีโร่ศัตรูอยู่ในตำแหน่งเป้าหมายหรือไม่เป็นระยะเวลาสั้น ๆ"
		"dota_tip_intermediate_66"			"คุณสามารถป้อน Mango ให้กับเพื่อนร่วมทีมได้โดยการกดปุ่ม Control ค้างแล้วคลิกที่ Mango จากนั้นคลิกที่เพื่อนร่วมทีม"
	 	"dota_tip_intermediate_67"			"หาก Divine Rapier ตกแล้วศัตรูยังไม่ได้เก็บ เพื่อนร่วมทีมจะสามารถเก็บได้ แต่เจ้าของเดิมจะใช้ได้คนเดียวเท่านั้น เมื่อใดก็ตามที่ศัตรูเก็บไอเท็มดังกล่าวจะสามารถใช้ได้ทุกคน"
		"dota_tip_intermediate_71"			"การยืนร่าย Town Portal Scroll จะใช้เวลานานขึ้นหากมีฮีโร่อื่นได้เทเลพอร์ตไปยังพื้นที่เดียวกันเมื่อไม่นานมานี้"
		"dota_tip_intermediate_72"			"ทีมของคุณมี Urn of Shadows หรือ Vladmir's Offering แล้วหรือยัง? การซื้อไอเท็มที่สร้างประโยชน์ให้แก่ทั้งทีมสามารถทำให้ทีมมีประสิทธิภาพยิ่งขึ้น"
		"dota_tip_intermediate_73"			"Tango จะมีประสิทธิภาพเป็นสองเท่าหากใช้กินต้นไม้ที่สร้างโดย Iron Branch"
		"dota_tip_intermediate_74"			"Town Portal Scroll ที่อัปเกรดโดย Boots of Travel จะถูกยกเลิกหากยูนิตที่เป็นจุดหมายตายในขณะที่กำลังยืนร่าย"
		"dota_tip_intermediate_75"			"การลากครีปป่าจะมอบรางวัลค่าหัวส่วนหนึ่งเพิ่มเติมให้กับคุณเมื่อครีปถูกสังหารโดยเพื่อนร่วมทีม"
		"dota_tip_intermediate_76"			"เมื่อ Roshan ตายเป็นครั้งที่ 3 เป็นต้นไป เขาจะดรอป Refresher Shard เมื่อถูกสังหารในฝั่ง Radiant และจะดรอป Aghanim's Blessing เมื่อถูกสังหารในฝั่ง Dire"
		"dota_tip_intermediate_77"			"Aghanim's Shard จะอัปเกรดสกิลฮีโร่ของคุณโดยตรงโดยไม่ต้องใช้ช่องไอเท็ม"
		"dota_tip_intermediate_78"			"Aghanim's Shard ไม่สามารถสั่งซื้อได้จนกว่าจะถึงนาทีที่ 15"
		"dota_tip_intermediate_79"			"คูลดาวน์ของ Glyph of Fortification จะถูกล้างเมื่อป้อมแรกของแต่ละชั้นถูกทำลาย (ยกเว้นป้อมชั้นที่ 4)"

//ADVANCED LOADSCREEN TIPS		(150+ games played)
		"dota_tip_advanced_1"				"โกลด์ที่แน่นอนจะได้จากโกลด์ที่ได้รับโดยอัตโนมัติและจากการเปิดใช้งานรูน Bounty ส่วนโกลด์อื่น ๆ ที่ได้รับจะเป็นโกลด์ที่ไม่แน่นอน ซึ่งสามารถหายไปได้เมื่อตาย"
		"dota_tip_advanced_2"				"คุณสามารถลากครีปที่อยู่ในจุดเกิดครีปป่า ที่ใกล้กับเลนปลอดภัยมากที่สุดให้ไปชนกับครีปเลนทีมคุณได้"
		"dota_tip_advanced_3"				"ไอเท็มหลาย ๆ อย่างสามารถแยกส่วนประกอบเป็นส่วน ๆ ได้โดยการคลิกขวาที่มันในช่องเก็บของของคุณแล้วเลือก \"แยกชิ้นส่วน\" การแยกส่วนประกอบจะทำให้คุณสามารถใช้ส่วนประกอบต่าง ๆ รวมเป็นไอเท็มชิ้นใหม่ได้!"
		"dota_tip_advanced_4"				"ใช้กลุ่มควบคุมเพื่อแบ่งการสั่งการชุดของยูนิตต่าง ๆ ที่คุณควบคุมอยู่ ในการตั้งกลุ่มควบคุม เลือกยูนิตหนึ่งตัวหรือมากกว่านั้น จากนั้นกด Control ค้าง แล้วกดที่ปุ่มตัวเลข ในการเลือกกลุ่มควบคุมนั้น ๆ ก็ต้องกดปุ่มตัวเลขนั้น ๆ"
		"dota_tip_advanced_5"				"หากคุณใกล้ที่จะตาย กดที่ปุ่ม \"ซื้อไอเท็มจากช่องซื้อเร่งด่วน\" ของคุณเพื่อใช้โกลด์ของคุณก่อนที่มันจะหายไป!"
		"dota_tip_advanced_6"				"การปรับเปลี่ยนคุณสมบัติของ Power Treads เป็น Intelligence จะสามารถช่วยเพิ่มมานาบางส่วนให้กับคุณ"
		"dota_tip_advanced_7"				"หากคุณมี Armlet of Mordiggian คุณสามารถเปิดใช้ Unholy Strength เพื่อเพิ่มพลังชีวิตให้กับคุณได้ชั่วคราว และการปิดใช้ Unholy Strength จะลบพลังชีวิตที่เพิ่มดังกล่าว ซึ่งลดพลังชีวิตได้เหลือต่ำสุด 1 หน่วย"
		"dota_tip_advanced_8"				"เมื่อโจมตีด้วย Desolator แม้แต่การโจมตีครั้งแรกก็จะได้รับประโยชน์จากการลดเกราะป้องกันของเป้าหมาย"
		"dota_tip_advanced_9"				"การเรียกใช้ Manta Style จะลบล้างดีบัฟต่าง ๆ และจะทำให้กระสุนการโจมตีหรือสกิลที่ไล่ติดตามบางประเภทพลาดเป้าไปจากคุณ"
		"dota_tip_advanced_10"				"หลังจากซื้อเกิด เวลาเกิดใหม่ของการตายครั้งถัดไปจะเพิ่มขึ้น 25 วินาที"
		"dota_tip_advanced_11"				"Cheese และ Refresher Shard สามารถนำไปขายได้ในราคา 500 โกลด์"
		"dota_tip_advanced_17"				"หากคุณอยู่ในระยะออราที่มีผลแบบเดียวกันหลายออรา เฉพาะออราที่มีพลังสูงที่สุดเท่านั้นจะแสดงผล"
		"dota_tip_advanced_18"				"หากคุณรู้ว่าคุณใกล้ที่จะตายแล้ว ลองเข้าไปที่แคมป์ของครีปป่า หรือไปหา Roshan เพื่อให้พวกมันฆ่าคุณแทน ซึ่งการทำแบบนี้จะเป็นการทำให้อีกทีมไม่ได้รับโกลด์และค่าประสบการณ์จากการตายของคุณ"
		"dota_tip_advanced_19"				"บาร์แร็กระยะประชิดจะมีอัตราฟื้นฟูพลังชีวิต 5 หน่วยต่อวินาที ส่วนบาร์แร็กระยะไกลจะไม่ฟื้นฟูพลังชีวิต"
		"dota_tip_advanced_23"				"Shadow Blade ยังคงสามารถเรียกใช้งานขณะที่ยืนร่าย Town Portal Scroll หรือสกิลยืนร่ายอื่น ๆ ได้"
		"dota_tip_advanced_24"				"การเปลี่ยน Power Treads เป็น Agility ขณะที่คุณกำลังฟื้นฟูพลังชีวิตและมานาจะทำให้คุณฟื้นฟูได้เร็วขึ้นเล็กน้อย แต่อย่าลืมเปลี่ยนกลับล่ะ!"
		"dota_tip_advanced_25"				"Aegis of the Immortal สามารถถูกทำลายทิ้งโดยการโจมตีได้"
		"dota_tip_advanced_26"				"ร่างเงาจะแบ่งปันออราจากฮีโร่ตัวจริงให้กับยูนิตรอบข้าง"
		"dota_tip_advanced_28"				"คุณไม่จำเป็นต้องทำลายบาร์แร็กของศัตรูเพื่อทำให้สามารถโจมตีป้อมที่ด้านหน้า Ancient เนื่องจากการทำลายบาร์แร็กเป็นแค่ทางเลือกเท่านั้น"
		"dota_tip_advanced_30"				"ผลของ Dust of Appearance สามารถลบล้างได้ แต่จะส่งผลใหม่หากเข้าไปในพื้นที่อีกครั้ง"
		"dota_tip_advanced_31"				"รูนสามารถถูกโจมตีและทำลายทิ้งได้"
		"dota_tip_advanced_32"				"ความเสียหายกระจาย (Cleave) เป็นความเสียหายกายภาพและถูกลดทอนโดยเกราะป้องกัน"
		"dota_tip_advanced_33"				"ป้อมชั้นที่ 1 ไม่มีการป้องกันการลอบทำลาย"
		"dota_tip_advanced_34"				"การป้องกันการลอบทำลายของป้อมชั้นที่ 2 จะปิดการทำงานหากมีครีปเลนฝ่ายศัตรูอยู่ใกล้เคียง โดยสถานะการป้องกันการลอบทำลายของป้อมชั้นที่ 2 แต่ละป้อมจะเป็นอิสระจากกัน"
		"dota_tip_advanced_35"				"ป้อมชั้นที่ 3 และ 4 ทั้งหมด รวมทั้งบาร์แร็กและ Ancient มีสถานะการป้องกันการลอบทำลายร่วมกัน ซึ่งจะปิดการทำงานหากมีครีปเลนฝ่ายศัตรูอยู่ใกล้ฐานไม่ว่าจะเป็นส่วนใดก็ตาม"
		"dota_tip_advanced_36"				"การป้องกันการลอบทำลายจะยังคงปิดการทำงานเป็นช่วงเวลาสั้น ๆ แม้หลังจากครีปศัตรูทั้งหมดตายลงแล้ว"
		"dota_tip_advanced_37"				"Blade Mail สะท้อนความเสียหายประเภทเดียวกันกับที่ได้รับ"
		"dota_tip_advanced_39"				"Eye of Skadi จะทะลุการป้องกันดีบัฟและไม่สามารถลบล้างได้"
		"dota_tip_advanced_40"				"อย่าลืมพก Town Portal Scroll ไว้เสมอ"
		"dota_tip_advanced_42"				"ครีปป่าบางตัวจะใช้สกิลเมื่อมียูนิตอยู่ในบริเวณใกล้เคียงหลายตัว"
		"dota_tip_advanced_43"				"ครีป Ancient จะมีความต้านทานเวทมนตร์ที่สูง ทำให้อาจฆ่าพวกมันด้วยสกิลได้ยากเมื่อเทียบกับครีปป่าอื่น"
		"dota_tip_advanced_44"				"การโจมตีปกติจะมีแอนิเมชัน 'หลังการโจมตี' ซึ่งเป็นการดึงมือกลับหลังแอนิเมชันการโจมตีเสร็จสิ้น การกดคำสั่งอื่นใดก็ตามจะยกเลิกแอนิเมชันหลังการโจมตีดังกล่าว และสามารถใช้เพื่อไล่ตามเป้าหมายได้อย่างรวดเร็วยิ่งขึ้น"
		"dota_tip_advanced_45"				"ฮีโร่ศัตรูจะได้รับชาร์จ Magic Wand เมื่อพวกเขาเห็นคุณในขณะที่คุณร่ายสกิลเท่านั้น คุณสามารถใช้วิธีนี้เพื่อหา Ward ของศัตรู"
		"dota_tip_advanced_46"				"Shiva's Guard มอบการมองเห็นทะลุสิ่งกีดขวางเป็นพื้นที่ 800 หน่วยรอบผู้ร่ายในขณะใช้งาน ทำให้มีประโยชน์ในการสืบเสาะขึ้นเนินเขาหรือข้ามสิ่งกีดขวางต่าง ๆ"
		"dota_tip_advanced_48"				"หากคุณโจมตีฮีโร่ในขณะที่อยู่ห่างจากครีปโจมตีประชิดอย่างน้อย 500 หน่วย ครีปจะไม่หันมาโจมตีคุณ"
		

//HERO-SPECIFIC TIPS (see them if the hero is in the game)
		"dota_tip_hero_abaddon_1"			"Borrowed Time ของ Abaddon ยังคงสามารถเปิดใช้งานได้โดยการร่ายเองในขณะที่ Abaddon ถูกปิดสกิลติดตัว"
		"dota_tip_hero_abaddon_2"			"Aphotic Shield ของ Abaddon จะสร้างความเสียหายเต็มจำนวนเสมอในพื้นที่รอบ ๆ เพื่อนร่วมทีมที่มีโล่เมื่อหมดเวลา โดยไม่คำนึงว่าดูดซับความเสียหายไปมากน้อยเพียงใด"
		"dota_tip_hero_abaddon_3"			"Abaddon สามารถใช้สกิล Aphotic Shield ของเขาเพื่อลบล้างบัฟด้านลบและการสตันเกือบทั้งหมดออกจากฮีโร่เพื่อนร่วมทีม"
		"dota_tip_hero_abaddon_4"			"ดีบัฟ Curse of Avernus ของ Abaddon มีผลต่อสิ่งก่อสร้าง ทำให้เขามีประสิทธิภาพในการทำลายสิ่งก่อสร้างต่าง ๆ อย่างมาก"
		"dota_tip_hero_abaddon_5"			"Borrowed Time ของ Abaddon สามารถเปิดใช้งานได้ด้วยตนเองแม้ขณะถูกสตันหรือกำลังหลับ ซึ่งจะลบล้างดีบัฟด้านลบเกือบทั้งหมด"
		"dota_tip_hero_abaddon_6"			"Abaddon มีโอกาสตายก่อน Borrowed Time จะทำงานโดยอัตโนมัติ หากความเสียหายที่จะทำให้สกิลเปิดใช้งานนั้นฆ่าเขาไปด้วย"
		"dota_tip_hero_abaddon_7"			"การใช้สกิลสตันหรือหยุดที่สร้างความเสียหายต่ำ เช่น Eul's Scepter จะเป็นวิธีที่มีประสิทธิภาพในการป้องกัน Abaddon ไม่ให้ได้รับความเสียหายในระหว่าง Borrowed Time"
		"dota_tip_hero_abaddon_8"			"Aphotic Shield ของ Abaddon จะไม่สร้างความเสียหายแก่ยูนิตที่ Abaddon มองไม่เห็น คุณสามารถใช้หมอกหรือการล่องหนเพื่อหลบความเสียหายได้"

		"dota_tip_hero_abyssal_underlord_1"	"สกิล Firestorm ของ Underlord สร้างความเสียหายเวทมนตร์เป็นเปอร์เซ็นต์ของพลังชีวิตสูงสุดของเหยื่อเป็นช่วง ๆ ทำให้มีประสิทธิภาพอย่างยิ่งต่อฮีโร่ที่มีพลังชีวิตสูง"

		"dota_tip_hero_alchemist_1"			"โกลด์ที่ Alchemist ได้รับจาก Greevil's Greed เป็นโกลด์ที่ไม่แน่นอน"
		"dota_tip_hero_alchemist_2"			"Acid Spray สร้างความเสียหายกายภาพและลดเกราะป้องกัน ทำให้เป็นเครื่องมือที่มีประสิทธิภาพในการฆ่าครีป Ancient หรือ Roshan"
		"dota_tip_hero_alchemist_3"			"หากกะเวลาได้อย่างถูกต้อง สตันจาก Unstable Concoction ของ Alchemist จะสามารถหลบได้โดยการใช้ Manta Style หรือ Eul's Scepter - แม้แต่ Alchemist เองก็หลบได้"
		"dota_tip_hero_alchemist_4"			"หาก Alchemist ถูกใบ้หรือไม่มีฮีโร่ศัตรูให้เลือกเป็นเป้าหมายในขณะที่ Unstable Concoction ถูกปรุงจนเต็มประสิทธิภาพ Alchemist เองจะถูกสตัน ทำให้เขาอาจได้รับอันตรายจากศัตรู"
		"dota_tip_hero_alchemist_5"			"โบนัสเงินรูน Bounty จาก Greevil's Greed ของ Alchemist จะมีผลต่อตัว Alchemist เองเท่านั้น และไม่สนใจว่าใครจะเป็นคนเก็บรูน"
		"dota_tip_hero_alchemist_6"			"Chemical Rage ของ Alchemist เพิ่มอัตราฟื้นฟูพลังชีวิตแก่เขาอย่างมหาศาล ซึ่งสามารถลดทอนได้โดย Spirit Vessel, Orb of Corrosion, Shiva's Guard, Eye of Skadi หรือ Ice Blast ของ Ancient Apparition"


		"dota_tip_hero_ancient_apparition_1" "Ice Blast ของ Ancient Apparition ป้องกันไม่ให้ยูนิตที่ได้รับผลรักษาหรือฟื้นฟูพลังชีวิต หากพลังชีวิตของเหยื่อลดลงต่ำกว่าขีดกำหนด เหยื่อจะตายทันที"

		"dota_tip_hero_arc_warden_1"		"Magnetic Field สีเหลืองของ Arc Warden มอบอัตราหลบหลีกแก่เพื่อนร่วมทีมในพื้นที่จากการโจมตีที่มาจากข้างนอก ซึ่งรวมถึงการโจมตีจากป้อม ส่วน Magnetic Field สีน้ำเงินของ Tempest Double จะไม่มอบการป้องกันดังกล่าว"
		"dota_tip_hero_arc_warden_2"		"Magnetic Field สีเหลืองของ Arc Warden สามารถมอบอัตราหลบหลีกแก่สิ่งก่อสร้างฝ่ายเดียวกันจากการโจมตีที่มาจากข้างนอกสนามได้เช่นกัน"
		"dota_tip_hero_arc_warden_4"		"ความเสียหายจาก Flux ของ Arc Warden สามารถหลีกเลี่ยงได้โดยการยืนใกล้ยูนิตเพื่อนร่วมทีม แต่การลดความเร็วจะมีผลเสมอ"

		"dota_tip_hero_axe_1"				"Battle Hunger ของ Axe สามารถลบล้างได้โดยการ Last Hit หรือ Deny ยูนิตใดก็ได้"
		"dota_tip_hero_axe_2"				"Berserker's Call ของ Axe นั้นทะลุการป้องกันดีบัฟ ทำให้มีประสิทธิภาพในการจับศัตรูที่ใช้ Black King Bar"
		"dota_tip_hero_axe_4"				"Battle Hunger ทำให้ศัตรูเคลื่อนที่ช้าลงเมื่อศัตรูหันหน้าหนีออกจาก Axe เท่านั้น"
		"dota_tip_hero_axe_5"				"ร่างเงาของ Axe เช่น จากรูน Illusion หรือ Manta Style จะได้รับความสามารถจาก Counter Helix อย่างเต็มพลัง"
		"dota_tip_hero_axe_6"				"Culling Blade ของ Axe สามารถสังหารเป้าหมายได้แม้ว่าเป้าหมายกำลังได้รับผลจาก Shallow Grave ของ Dazzle หรือ False Promise ของ Oracle แต่จะไม่ทะลุ Linken's Sphere"
		"dota_tip_hero_axe_7"				"Culling Blade ของ Axe สามารถใช้ฆ่า Courier ได้"

		"dota_tip_hero_bane_1"				"การโจมตีเพื่อนร่วมทีมที่อยู่ภายใต้ผลของ Nightmare ของ Bane จะทำให้เป้าหมายดังกล่าวตื่นกลับขึ้นมา แต่ทำให้คุณโดน Nightmare แทน"
		"dota_tip_hero_bane_2"				"Bane สามารถยกเลิก Nightmare ของเขาเมื่อใดก็ได้ แม้ว่าเขาเองได้รับผลจาก Nightmare อยู่ก็ตาม แต่ถ้าหากถูกใบ้จะไม่สามารถยกเลิกได้"
		"dota_tip_hero_bane_3"				"Nightmare ของ Bane จะทำให้เป้าหมายเป็นอมตะชั่วครู่ในขณะร่าย จึงสามารถใช้เพื่อลดความเสียหายที่เพื่อนร่วมทีมจะได้รับ"
		"dota_tip_hero_bane_4"				"Bane มีสกิลกำหนดเป้าหมายเดียวอยู่หลายสกิล ทำให้ Linken's Sphere และ Lotus Orb มีประสิทธิภาพอย่างยิ่งเมื่อใช้ในการต่อสู้กับเขา"

